Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date City Check Cut,Date City Check Released,Record ID#,Invoice Amount
Hurricane Isaac: Debris Removal,Cuzan Services,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-21-2012,10-01-2012,07-29-2013,10-15-2012,11-08-2013,11-11-2013,11-11-2013,11-13-2013,11-13-2013,12012,"$22,281.88"
Florida Avenue Transfer Station,"Burk-Kleinpeter, Inc",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,07-29-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-01-2013,08-01-2013,12009,"$1,757"
NOFD Engine 31 Alba Rd.,Devier Design Build,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-30-2013,07-26-2013,07-29-2013,08-08-2013,08-20-2013,08-20-2013,08-20-2013,09-25-2013,09-25-2013,12008,"$173,423.54"
Stallings St. Claude Community Center,"Lee Ledbetter & Associates, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-26-2013,07-26-2013,07-29-2013,07-30-2013,07-31-2013,08-01-2013,08-01-2013,08-01-2013,08-01-2013,12007,"$10,998.92"
A.L. Davis Roof Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-26-2013,07-26-2013,07-29-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-01-2013,08-01-2013,12006,"$5,914.22"
"Joe W. Brown Park Lighting, Ball Fields, Shelters",FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-26-2013,07-26-2013,07-29-2013,08-13-2013,09-03-2013,09-03-2013,09-03-2013,09-05-2013,09-05-2013,12005,"$100,704.37"
Hurricane Isaac: Debris Monitoring,SAIC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,05-03-2013,05-17-2013,07-29-2013,10-21-2013,11-11-2013,11-12-2013,11-12-2013,11-13-2013,11-13-2013,12003,$121
Hurricane Isaac: Debris Removal,"Metro Disposal, Inc.",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,11-30-2012,04-29-2013,07-29-2013,07-29-2013,08-19-2013,08-20-2013,08-20-2013,08-23-2013,08-23-2013,12002,"$9,896.65"
Hurricane Isaac: Debris Removal,Cuzan Services,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,10-11-2012,04-25-2013,07-29-2013,07-29-2013,11-11-2013,11-12-2013,11-12-2013,11-13-2013,11-13-2013,12001,"$2,425.84"
Hurricane Isaac: Debris Removal,"Ramelli Janitorial Service, Inc.",Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,12-03-2012,06-13-2013,07-29-2013,07-28-2013,09-20-2013,09-20-2013,09-23-2013,09-24-2013,09-24-2013,12000,"$15,165.09"
"Joe W. Brown Park Lighting, Ball Fields, Shelters",FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-25-2013,07-25-2013,07-29-2013,08-13-2013,08-23-2013,08-23-2013,08-23-2013,08-29-2013,08-29-2013,11999,"$146,958.33"
Hurricane Isaac: Debris Monitoring,SAIC,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-01-2013,02-13-2013,07-29-2013,07-26-2013,09-20-2013,09-20-2013,09-20-2013,09-24-2013,09-24-2013,11998,"$18,389.75"
Cita Hubbell Library,"Crescent Commercial Construction, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-29-2013,07-29-2013,07-29-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,11997,"$57,350.48"
Lyons Center,Ryan Gootee General Contractors,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-30-2013,06-30-2013,07-30-2013,07-31-2013,07-31-2013,08-01-2013,08-01-2013,08-01-2013,08-01-2013,12050,"$6,460"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-02-2013,08-02-2013,12045,"$6,567.95"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-02-2013,08-02-2013,12044,"$4,558.63"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-02-2013,08-02-2013,12043,"$3,263.08"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-02-2013,08-02-2013,12042,"$3,250.3"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-02-2013,08-02-2013,12041,"$1,576.31"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-02-2013,08-02-2013,12040,"$1,331.89"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-02-2013,08-02-2013,12039,"$1,034.18"
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-01-2013,08-01-2013,12038,$857.43
Citywide Building Repairs,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-18-2013,07-18-2013,07-30-2013,07-30-2013,07-30-2013,07-31-2013,07-31-2013,08-01-2013,08-01-2013,12037,$306.79
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12036,"$2,390.17"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12035,"$2,703.24"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12034,"$2,923.16"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12033,"$6,033.22"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-19-2013,06-19-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12032,"$7,054.82"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12031,"$8,221.56"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12030,"$9,927.33"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12029,"$10,312.59"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12028,"$10,584.75"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12027,"$13,085.12"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-19-2013,06-19-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12026,"$15,683.99"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12025,"$18,168.62"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-10-2013,07-10-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12024,"$37,908"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12021,"$39,521.48"
Citywide Building Repairs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-04-2013,07-04-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,07-30-2013,08-02-2013,08-02-2013,12020,"$18,427.07"
NOPD Fifth District Police Station,Beta Testing & Inspection,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-26-2013,07-26-2013,07-30-2013,08-01-2013,08-01-2013,08-02-2013,08-02-2013,08-02-2013,08-02-2013,12017,"$3,308.25"
Gallier Hall HVAC Repairs,"Grace & Hebert Architects, APAC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-29-2013,07-31-2013,08-02-2013,08-05-2013,08-06-2013,08-06-2013,08-08-2013,08-08-2013,12051,"$66,784"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Express Pay/City,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-02-2013,08-05-2013,08-07-2013,08-07-2013,08-07-2013,09-16-2013,09-16-2013,12081,"$124,687.5"
Robert E. Smith Library Design-Build,"P H Companies, LLC",General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-01-2013,08-01-2013,08-05-2013,08-05-2013,08-08-2013,08-22-2013,08-22-2013,08-23-2013,08-23-2013,12105,$406.25
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom",Icon Construction Group LLC,General Contractor,no,CDBG/City,06 Finance to Send to State,8 Paid,10 Paid,07-31-2013,08-05-2013,08-05-2013,08-06-2013,08-13-2013,08-13-2013,08-13-2013,08-22-2013,08-22-2013,12092,"$183,017.5"
EMD Maintenance Facility,"Linfield, Hunter & Junius",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-27-2013,08-01-2013,08-08-2013,08-12-2013,08-12-2013,08-13-2013,08-13-2013,08-23-2013,08-23-2013,12118,"$11,272.13"
Keller Community Center,"Holly and Smith Architects, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-08-2013,08-12-2013,08-12-2013,08-13-2013,08-13-2013,08-23-2013,08-23-2013,12117,"$1,757.02"
Lyons Center,Ryan Gootee General Contractors,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-08-2013,08-09-2013,08-13-2013,08-13-2013,08-13-2013,08-23-2013,08-23-2013,12116,"$23,936.2"
Criminal District Courts Phase II - Interior Renovations & Furnishings,Sizeler Thompson Brown Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,08-06-2013,08-12-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12145,"$38,913.26"
Criminal District Courts Phase II - Interior Renovations & Furnishings,Sizeler Thompson Brown Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-12-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12142,"$10,080"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-13-2013,08-14-2013,08-23-2013,08-26-2013,08-26-2013,09-09-2013,09-09-2013,12684,"$25,398.99"
Stallings St. Claude Community Center,Construction Masters,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-13-2013,08-14-2013,08-23-2013,08-26-2013,08-26-2013,09-09-2013,09-09-2013,12157,"$144,326.84"
Treme Center,H & O Investments LLC,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-07-2013,08-07-2013,08-13-2013,08-13-2013,08-14-2013,08-15-2013,08-15-2013,08-23-2013,08-23-2013,12156,"$11,835.16"
Easton Playground Concessions & Restroom Repairs,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-27-2013,08-12-2013,08-14-2013,08-14-2013,08-15-2013,08-15-2013,08-15-2013,08-23-2013,08-23-2013,12170,"$1,629.72"
Rosenwald Center Demolition,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,02-08-2013,08-12-2013,08-14-2013,08-14-2013,08-15-2013,08-15-2013,08-15-2013,08-23-2013,08-23-2013,12169,$547.45
"Joseph Bartholomew Club House, Cart Storage, & Community Classroom",Southern Earth Sciences,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-14-2013,08-15-2013,08-15-2013,08-16-2013,08-16-2013,08-22-2013,08-22-2013,12167,"$1,783.8"
NOPD Third District Police Station,"Volume Zero, LLC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,08-13-2013,08-14-2013,08-14-2013,08-15-2013,08-15-2013,08-15-2013,08-23-2013,08-23-2013,12162,"$23,122.62"
Sanchez (Copelin-Byrd) Site Package,Durr Heavy Construction,General Contractor,no,CDBG/City,06 Finance to Send to State,8 Paid,10 Paid,07-31-2013,07-31-2013,08-15-2013,08-15-2013,08-23-2013,08-23-2013,08-23-2013,08-29-2013,08-29-2013,12181,"$109,780.64"
Joe W. Brown Park Enhancements (East Side),FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-30-2013,07-30-2013,08-15-2013,08-16-2013,08-19-2013,08-20-2013,08-20-2013,08-22-2013,08-22-2013,12179,"$9,832.5"
Joe W. Brown Park Enhancements (East Side),FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-30-2013,06-30-2013,08-15-2013,08-16-2013,08-19-2013,08-20-2013,08-20-2013,08-22-2013,08-22-2013,12178,"$82,697.5"
St. Bernard Center Locker Room Renovations,Wayne Troyer Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-15-2013,08-18-2013,08-16-2013,08-16-2013,08-16-2013,08-19-2013,08-19-2013,08-23-2013,08-23-2013,12197,"$1,240.51"
Palmer Park Restoration,FHP Tectonics Corp.,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,08-13-2013,08-19-2013,08-22-2013,08-23-2013,08-23-2013,08-23-2013,08-26-2013,08-26-2013,12205,"$5,666.93"
Treme Center,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,08-13-2013,08-19-2013,08-20-2013,08-23-2013,08-23-2013,08-23-2013,08-29-2013,08-29-2013,12204,"$14,737.55"
Treme Center,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,08-13-2013,08-19-2013,10-08-2013,10-09-2013,10-10-2013,10-10-2013,10-14-2013,10-14-2013,12203,"$3,348.03"
Treme Center,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,08-13-2013,08-19-2013,08-20-2013,08-23-2013,08-23-2013,08-23-2013,08-29-2013,08-29-2013,12202,"$10,240.78"
Hurricane Isaac NOMA Warehouse,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,08-13-2013,08-19-2013,08-20-2013,08-23-2013,08-23-2013,08-23-2013,08-29-2013,08-29-2013,12201,"$24,747.39"
Project Management - New Orleans Grants Management Group - A Jacobs/CSRS Consortium,New Orleans Grants Management Group - A Jacobs/CSRS Consortium,Project Manager,no,City Only,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-01-2013,08-13-2013,08-20-2013,08-26-2013,03-05-2015,03-05-2015,03-05-2015,03-14-2015,03-14-2015,16098,"$2,432.76"
New Orleans Museum of Art Damage Repairs,"Eskew, Dumez & Ripple",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,08-21-2013,08-22-2013,08-22-2013,08-23-2013,08-23-2013,08-23-2013,08-23-2013,12221,$410.7
Clerk of Criminal District Court JOCs,Associated Office Systems,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12232,"$25,836.14"
Children's Resource Center - Phase II,"Materials Management Group, Inc.",Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-20-2013,08-20-2013,08-22-2013,08-22-2013,08-22-2013,08-23-2013,08-23-2013,08-23-2013,08-23-2013,12225,"$9,914.56"
Clerk of Criminal District Court JOCs,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12177,"$5,083.63"
Clerk of Criminal District Court JOCs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-24-2013,07-24-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12176,"$61,003.52"
Clerk of Criminal District Court JOCs,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12175,"$3,540.35"
Clerk of Criminal District Court JOCs,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,06-28-2013,06-28-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12174,"$5,152.82"
Clerk of Criminal District Court JOCs,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-08-2013,08-08-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-22-2013,08-29-2013,08-29-2013,12173,"$92,750.82"
Children's Resource Center - Phase II,Big Yellow Construction,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-22-2013,07-22-2013,08-23-2013,08-26-2013,08-29-2013,08-30-2013,08-30-2013,08-30-2013,08-30-2013,12234,"$32,741.29"
Cita Hubbell Library,Concordia Architects,Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-16-2013,08-16-2013,08-26-2013,08-27-2013,08-27-2013,08-28-2013,08-28-2013,08-29-2013,08-29-2013,12243,"$17,149.06"
NOPD Fifth District Police Station,Beta Testing & Inspection,Testing,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-21-2013,08-21-2013,08-26-2013,08-27-2013,08-28-2013,08-29-2013,08-29-2013,08-29-2013,08-29-2013,12242,$778.6
Richard Lee Playground Master Plan,"Brown + Danos Land Design, Inc.",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-27-2013,08-27-2013,08-27-2013,08-28-2013,08-28-2013,08-29-2013,08-29-2013,08-29-2013,08-29-2013,12249,"$13,720"
NOPD Fifth District Police Station,Clerk of Civil District Court,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-28-2013,08-28-2013,08-28-2013,08-28-2013,08-30-2013,08-30-2013,08-30-2013,09-05-2013,09-05-2013,12269,$40
NOPD Fifth District Police Station,Recorder of Mortgages,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-28-2013,08-28-2013,08-28-2013,08-28-2013,08-30-2013,08-30-2013,08-30-2013,09-05-2013,09-05-2013,12268,$68
Cemeteries Phase I A - Site Improvements,"HMS Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-27-2013,08-27-2013,08-29-2013,09-03-2013,09-03-2013,09-04-2013,09-04-2013,09-05-2013,09-05-2013,12266,"$2,832.01"
Main Public Library Sewer & Roof Repairs,"Crown Roofing Services, Inc.",,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-31-2013,08-31-2013,08-29-2013,09-04-2013,09-05-2013,09-05-2013,09-05-2013,09-06-2013,09-06-2013,12265,"$11,309.4"
Wisner Playground Dog Park,"HMS Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-28-2013,08-28-2013,08-30-2013,09-03-2013,09-04-2013,09-05-2013,09-05-2013,09-05-2013,09-05-2013,12289,$30.17
Wisner Playground Dog Park,"HMS Architects, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-28-2013,08-28-2013,08-30-2013,09-03-2013,09-03-2013,09-04-2013,09-04-2013,09-05-2013,09-05-2013,12267,"$3,222.81"
Keller Community Center,FHP Tectonics Corp.,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-13-2013,08-13-2013,09-03-2013,09-16-2013,09-16-2013,09-16-2013,09-17-2013,09-17-2013,09-17-2013,12299,"$8,223.04"
New Orleans Coroner's Complex,Construction Masters,General Contractor,no,Express Pay/City,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-27-2013,08-27-2013,09-03-2013,09-04-2013,09-04-2013,09-17-2013,09-17-2013,09-17-2013,09-17-2013,12296,"$74,598.75"
Burke Park (Clay Square) Lighting Repairs,Gordian Group,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-03-2013,09-03-2013,09-03-2013,09-03-2013,09-03-2013,09-04-2013,09-04-2013,09-05-2013,09-05-2013,12291,$751.94
Clerk of Criminal District Court JOCs,My Office Products,Other,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-28-2013,08-28-2013,09-04-2013,09-05-2013,09-09-2013,09-09-2013,09-09-2013,11-01-2013,11-01-2013,12311,"$6,400"
Lyons Center,Ryan Gootee General Contractors,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,07-31-2013,07-31-2013,09-04-2013,09-11-2013,09-24-2013,09-24-2013,09-24-2013,09-30-2013,09-30-2013,12309,"$148,698.24"
Criminal District Courts Phase I - Roof Repairs,Roofing Solutions,General Contractor,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,08-28-2013,08-28-2013,09-04-2013,09-13-2013,09-13-2013,09-13-2013,09-13-2013,10-04-2013,10-04-2013,12304,"$326,762"
Stallings St. Claude Community Center,"Lee Ledbetter & Associates, APC",Architect/Engineer,no,City Only,06 Finance to Send to State,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,09-03-2013,09-03-2013,09-04-2013,09-06-2013,09-09-2013,09-09-2013,09-09-2013,09-13-2013,09-13-2013,12303,"$10,998.91"
