Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-20-2010,06-30-2010,10-04-2010,11-05-2010,11-10-2010,11-12-2010,11-12-2010,11-17-2010,11-24-2010,12-06-2010,8010,"$43,235.29"
Drain Point Repair Services,Richard C. Lambert,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-20-2010,08-02-2010,10-04-2010,11-04-2010,11-10-2010,11-12-2010,11-12-2010,11-17-2010,11-24-2010,12-06-2010,8011,"$77,550.67"
Patching Repairs - Marlyville & Fontainebleau,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-13-2010,10-04-2010,10-25-2010,11-04-2010,11-10-2010,11-10-2010,11-12-2010,11-19-2010,11-22-2010,8029,"$88,055.58"
Patching Repairs - Lakeview,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-20-2010,10-04-2010,10-25-2010,11-04-2010,11-10-2010,11-10-2010,11-12-2010,11-19-2010,11-22-2010,8030,"$36,156.53"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-15-2010,09-20-2010,09-29-2010,09-29-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,8062,"$11,328.75"
Program Management - MWH (DPW),MWH,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-24-2010,09-24-2010,09-29-2010,10-08-2010,10-13-2010,10-13-2010,10-20-2010,10-29-2010,11-01-2010,7320,"$224,796.95"
Patching Repairs - Gentilly Woods,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-03-2010,09-22-2010,09-22-2010,10-08-2010,10-28-2010,10-29-2010,10-29-2010,11-04-2010,11-12-2010,11-15-2010,6854,"$52,723.81"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-16-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8035,"$11,755"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,01-31-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8036,"$11,675"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,02-16-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8037,"$11,705"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-03-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8038,"$7,890"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-16-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8039,"$11,985"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,03-31-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8041,"$10,080"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,04-16-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8043,"$6,830"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-01-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8044,"$1,237.5"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-16-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8046,"$3,870"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,05-31-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8047,"$8,430"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-16-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8048,$700
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-01-2010,09-17-2010,09-21-2010,09-24-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,8049,"$1,440"
Patching Repairs - Lakeshore - Lake Vista,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-08-2010,09-20-2010,10-08-2010,11-02-2010,11-02-2010,11-02-2010,11-04-2010,11-10-2010,11-15-2010,6967,"$105,982"
Patching Repairs - Lakeshore - Lake Vista,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-26-2010,09-07-2010,09-20-2010,10-08-2010,10-28-2010,10-29-2010,10-29-2010,11-04-2010,11-09-2010,11-15-2010,7648,"$1,491.63"
Patching Repairs - Treme - Lafitte,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-06-2010,09-20-2010,09-29-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7960,"$1,124.17"
Patching Repairs - Seventh Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-06-2010,09-20-2010,09-29-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7961,"$1,418.74"
Patching Repairs - Lakeshore - Lake Vista,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-06-2010,09-20-2010,10-08-2010,10-28-2010,10-29-2010,10-29-2010,11-04-2010,11-09-2010,11-15-2010,7962,"$1,093.02"
Patching Repairs - Lakeshore - Lake Vista,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-06-2010,09-20-2010,10-08-2010,10-28-2010,10-29-2010,10-29-2010,11-04-2010,11-09-2010,11-15-2010,7963,"$38,542"
Patching Repairs - Filmore,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-03-2010,09-16-2010,09-16-2010,09-29-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,6842,"$5,353.85"
Patching Repairs - Milneburg,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-03-2010,09-16-2010,09-16-2010,09-29-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,6848,"$5,266.34"
Patching Repairs - Filmore,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-03-2010,09-10-2010,09-16-2010,09-29-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,6996,"$67,683.31"
Patching Repairs - Milneburg,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-03-2010,09-10-2010,09-16-2010,09-29-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7004,"$105,839.77"
Patching Repairs - Gentilly Woods,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-03-2010,09-10-2010,09-16-2010,09-29-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7011,"$230,452.22"
Patching Repairs - Milneburg,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-02-2010,09-07-2010,09-16-2010,09-29-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7630,$709.64
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,09-08-2010,09-13-2010,09-13-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,8055,"$19,840"
Patching Repairs - Gert Town/BW Cooper,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,08-30-2010,09-10-2010,09-29-2010,10-29-2010,11-02-2010,11-02-2010,11-04-2010,11-12-2010,11-15-2010,7053,$186.36
Patching Repairs - Mid-City,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,08-30-2010,09-10-2010,09-29-2010,10-29-2010,11-02-2010,11-02-2010,11-04-2010,11-12-2010,11-15-2010,7058,$528.65
Patching Repairs - West End,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,08-30-2010,09-10-2010,09-29-2010,10-29-2010,11-02-2010,11-02-2010,11-04-2010,11-12-2010,11-15-2010,7063,"$51,590.16"
Patching Repairs - West End,Harris Builders,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-02-2010,09-07-2010,04-19-2011,04-20-2011,04-21-2011,04-21-2011,04-27-2011,05-03-2011,05-09-2011,6985,"$57,394"
Patching Repairs - Navarre,Integrated Logistical Support,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-03-2010,09-07-2010,09-16-2010,10-29-2010,11-02-2010,11-02-2010,11-04-2010,11-12-2010,11-15-2010,7068,"$4,829.34"
Patching Repairs - West End,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-29-2010,08-12-2010,09-07-2010,09-16-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7609,"$2,180"
Patching Repairs - Pines Village,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,09-01-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7022,"$25,798.2"
Patching Repairs - City Park,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,09-01-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7029,"$130,499.6"
Patching Repairs - City Park,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-31-2010,08-10-2010,09-01-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7821,$610.79
Patching Repairs - Lower Ninth Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-26-2010,08-31-2010,09-15-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7956,$837.84
Patching Repairs - Treme - Lafitte,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-06-2010,08-31-2010,09-15-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7959,"$1,442.52"
Project Management - Disaster Recovery Consultants (DPW),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-15-2010,08-19-2010,08-30-2010,09-02-2010,09-08-2010,09-10-2010,09-10-2010,09-15-2010,09-23-2010,09-27-2010,8052,"$16,772.5"
Program Management - MWH (DPW),MWH,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-27-2010,08-27-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-20-2010,10-29-2010,11-01-2010,7319,"$288,489.87"
Patching Repairs - Seventh Ward,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-06-2010,08-26-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,6954,"$47,848"
Patching Repairs - Lakeshore - Lake Vista,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-11-2010,08-26-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,6959,"$125,387"
Patching Repairs - Treme - Lafitte,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-13-2010,08-26-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7892,$199.18
Patching Repairs - Lakeshore - Lake Vista,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-13-2010,08-26-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7893,"$1,199.69"
Patching Repairs - Lakeshore - Lake Vista,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-06-2010,08-26-2010,09-15-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7955,"$24,578.03"
Patching Repairs - Seventh Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-06-2010,08-26-2010,09-15-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7957,"$15,006.03"
Patching Repairs - Florida Area/Florida Dev,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-06-2010,08-26-2010,09-15-2010,10-20-2010,10-22-2010,10-22-2010,10-27-2010,11-05-2010,11-08-2010,7958,$995.37
Patching Repairs - Filmore,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-20-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,6821,"$26,074.68"
Patching Repairs - Milneburg,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-20-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,6828,"$25,814.28"
Patching Repairs - Gentilly Woods,C&S Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-20-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,6836,"$2,700.35"
Patching Repairs - Filmore,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-20-2010,09-15-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,6976,"$220,108.38"
Patching Repairs - Milneburg,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-20-2010,09-15-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-08-2010,10-18-2010,6982,"$225,909.22"
Patching Repairs - Gentilly Woods,Durr Heavy Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-20-2010,09-15-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,6988,"$17,280.02"
Patching Repairs - Marlyville & Fontainebleau,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-09-2010,08-20-2010,09-15-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,7080,"$94,323.85"
Patching Repairs - Lakeview,Fleming Construction,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-13-2010,08-20-2010,09-15-2010,09-28-2010,10-01-2010,10-01-2010,10-05-2010,10-12-2010,10-18-2010,7090,"$169,005.05"
Patching Repairs - Uptown & West Riverside,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-16-2010,08-20-2010,09-15-2010,10-28-2010,10-29-2010,10-29-2010,11-04-2010,11-09-2010,11-15-2010,7416,"$1,591.76"
Patching Repairs - Lakeview,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-16-2010,08-20-2010,09-15-2010,04-26-2011,04-28-2011,04-28-2011,04-29-2011,05-05-2011,05-09-2011,7417,"$13,326.29"
Patching Repairs - Milan & Touro Neighborhoods,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-16-2010,08-20-2010,09-15-2010,04-26-2011,04-28-2011,04-28-2011,04-29-2011,05-05-2011,05-09-2011,7418,"$10,292.69"
Patching Repairs - Marlyville & Fontainebleau,Three Fold Consultants,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-16-2010,08-20-2010,09-15-2010,10-28-2010,10-29-2010,10-29-2010,11-04-2010,11-09-2010,11-15-2010,7419,"$26,801.18"
Patching Repairs - Milneburg,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-13-2010,08-20-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7626,"$1,384.86"
Patching Repairs - Gentilly Woods,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-30-2010,08-10-2010,08-20-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7628,$663.3
Patching Repairs - Milan & Touro Neighborhoods,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-30-2010,07-09-2010,08-20-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-22-2010,10-25-2010,7785,$670.7
Patching Repairs - Lakeview,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-29-2010,07-09-2010,08-20-2010,09-15-2010,10-08-2010,10-13-2010,10-13-2010,10-15-2010,10-21-2010,10-25-2010,7786,$155.12
Patching Repairs - Lakeshore - Lake Vista,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-03-2010,07-19-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,6934,"$276,576"
Patching Repairs - Treme - Lafitte,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-03-2010,07-19-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,6941,"$6,566"
Patching Repairs - Florida Area/Florida Dev,Boh Brother Construction Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-03-2010,07-08-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,6946,"$3,672"
Patching Repairs - Florida Area/Florida Dev,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-25-2010,07-09-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7887,$229.6
Patching Repairs - Treme - Lafitte,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-25-2010,07-09-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7888,$639.53
Patching Repairs - Lakeshore - Lake Vista,Beta Testing & Inspection,Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,06-18-2010,07-09-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7889,"$1,531.08"
Patching Repairs - Lakeshore - Lake Vista,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-20-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7950,"$39,540.78"
Patching Repairs - Lower Ninth Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-20-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7951,"$1,574.6"
Patching Repairs - Treme - Lafitte,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-20-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7952,"$5,599.63"
Patching Repairs - Florida Area/Florida Dev,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-20-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7953,"$1,020.32"
Patching Repairs - Seventh Ward,Digital Engineering and Imaging,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,07-02-2010,07-20-2010,08-18-2010,08-26-2010,09-22-2010,09-24-2010,09-24-2010,09-28-2010,10-08-2010,10-18-2010,7954,"$2,833.7"
