Project Name,Vendor Name,Vendor Type,Pre-Invoice Tracking Implementation,Check Source,CPA Revolver Invoice Status,City Invoice Status,CDBG Invoice Status,Total Invoice Payment Status,End of Work Period,Date of Invoice,Date Received by Department,Date Approved by Project Manager,Date Receiver Created in AFIN,Date Sent to Finance,Date Received by Finance,Date Sent to State,Date Sent to Hancock by State,Date Revolver Check Received,Record ID#,Invoice Amount
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-26-2010,12-31-2010,12-31-2010,03-09-2011,03-11-2011,03-14-2011,03-14-2011,03-16-2011,03-25-2011,03-28-2011,2074,"$114,571.43"
Rosa Keller (Broadmoor) Library,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,12-31-2010,12-31-2010,01-14-2011,01-14-2011,01-19-2011,01-19-2011,01-20-2011,01-28-2011,01-31-2011,2297,"$2,315.55"
Louis Armstrong Park (Phase 2),"Peabody Construction Co., Inc.",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,12-30-2010,12-30-2010,01-05-2011,01-06-2011,01-07-2011,01-07-2011,01-10-2011,01-14-2011,01-18-2011,895,"$16,849.67"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-15-2010,12-21-2010,12-21-2010,01-06-2011,01-10-2011,01-10-2011,01-10-2011,01-13-2011,01-21-2011,01-24-2011,2039,"$29,286"
Pontchartrain Park and Lights,"W. L. Wyman Construction Co., Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-17-2010,12-17-2010,01-18-2011,01-19-2011,01-20-2011,01-20-2011,01-20-2011,01-28-2011,01-31-2011,1926,"$4,750"
NOPD Seventh District Police Station,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-15-2010,12-15-2010,12-16-2010,12-17-2010,12-20-2010,12-20-2010,12-21-2010,12-30-2010,01-03-2011,1602,"$35,722.19"
Joe W. Brown Indoor Pool,"Linfield, Hunter & Junius",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-10-2010,12-10-2010,12-10-2010,12-17-2010,12-17-2010,12-20-2010,12-20-2010,12-21-2010,12-30-2010,01-03-2011,703,"$1,200.25"
Joe W. Brown Indoor Pool,"Linfield, Hunter & Junius",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-10-2010,12-10-2010,12-10-2010,12-17-2010,12-17-2010,12-20-2010,12-20-2010,12-21-2010,12-30-2010,01-03-2011,704,"$25,591.87"
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-09-2010,12-09-2010,12-27-2010,12-29-2010,12-30-2010,12-30-2010,12-31-2010,01-07-2011,01-10-2011,57,"$118,200.11"
New Orleans East Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-09-2010,12-09-2010,12-27-2010,12-29-2010,12-30-2010,01-05-2011,01-06-2011,01-14-2011,01-18-2011,1193,"$381,122.77"
Norman Mayer Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-09-2010,12-09-2010,12-27-2010,12-29-2010,12-30-2010,01-05-2011,01-06-2011,01-14-2011,01-18-2011,1739,"$408,050.74"
Robert E. Smith Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-09-2010,12-09-2010,12-27-2010,12-29-2010,12-30-2010,01-05-2011,01-06-2011,01-14-2011,01-18-2011,2255,"$119,360.37"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-07-2010,12-07-2010,12-09-2010,04-15-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,1080,"$3,863.04"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Frischhertz Electric Company,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-07-2010,12-07-2010,12-08-2010,12-31-2010,01-05-2011,01-05-2011,01-06-2011,01-14-2011,01-18-2011,1682,"$26,746.3"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-06-2010,12-06-2010,01-18-2011,01-18-2011,01-18-2011,01-18-2011,01-19-2011,01-25-2011,01-31-2011,2042,"$19,732"
Joe W. Brown Indoor Pool,Ryan Gootee General Contractors,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,12-03-2010,12-03-2010,12-03-2010,12-10-2010,12-13-2010,12-16-2010,12-17-2010,12-23-2010,12-27-2010,721,"$25,726.67"
Pontchartrain Park and Lights,"St. Martin Brown & Associates, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-03-2010,12-03-2010,12-03-2010,12-07-2010,12-08-2010,12-10-2010,12-10-2010,12-14-2010,12-20-2010,12-21-2010,1917,"$7,536.75"
Joseph Bartholomew Golf Course (Pontchartrain Park),"Perez, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-02-2010,12-02-2010,12-02-2010,12-07-2010,07-06-2011,07-08-2011,07-11-2011,07-12-2011,07-15-2011,07-18-2011,805,"$15,603.98"
New Orleans Juvenile Justice Center (Youth Study Center),"Mathes Brierre Architects, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-24-2010,12-01-2010,12-01-2010,12-02-2010,12-03-2010,12-06-2010,12-09-2010,12-09-2010,12-20-2010,12-21-2010,2653,"$22,716.09"
Rosa Keller (Broadmoor) Library,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,11-30-2010,11-30-2010,01-05-2011,01-10-2011,01-12-2011,01-12-2011,01-13-2011,01-21-2011,01-24-2011,2296,"$4,886.22"
Rosa Keller (Broadmoor) Library,Ryan Gootee General Contractors,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-30-2010,11-30-2010,11-30-2010,12-08-2010,12-10-2010,12-13-2010,12-14-2010,12-17-2010,12-23-2010,12-27-2010,2311,"$198,839.28"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,12-31-2010,11-29-2010,11-29-2010,02-23-2011,02-28-2011,03-02-2011,03-02-2011,03-03-2011,03-11-2011,03-14-2011,2073,"$134,456.8"
NOFD Fire Communications,"Commtech Industries, EIT",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-23-2010,11-23-2010,11-23-2010,01-14-2011,01-18-2011,01-20-2011,01-20-2011,01-20-2011,01-28-2011,01-31-2011,1472,"$94,176.6"
"Harrell Stadium, Center, & Pool","Mathes Brierre Architects, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-03-2010,11-22-2010,11-22-2010,12-03-2010,12-13-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,664,"$4,632.17"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-15-2010,11-19-2010,11-19-2010,01-18-2011,01-18-2011,01-18-2011,01-18-2011,01-19-2011,01-25-2011,01-31-2011,2041,"$26,420.5"
Brechtel Park (Park Only),"Organic Marketing, LLC",General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-03-2010,11-18-2010,11-18-2010,11-19-2010,11-22-2010,11-22-2010,11-22-2010,11-23-2010,11-29-2010,11-30-2010,237,"$45,433.33"
Mahalia Jackson Theater of the Performing Arts,AIMS Group,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-09-2009,10-09-2009,11-18-2010,06-22-2011,06-23-2011,06-27-2011,06-27-2011,06-29-2011,06-30-2011,07-05-2011,2503,"$7,342.5"
NOPD Seventh District Police Station,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-29-2010,11-16-2010,11-16-2010,11-16-2010,11-18-2010,11-19-2010,11-19-2010,11-23-2010,11-29-2010,11-30-2010,1601,"$528,174.28"
Louis Armstrong Park (Phase 2),"Peabody Construction Co., Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-15-2010,11-15-2010,12-10-2010,12-15-2010,12-16-2010,12-16-2010,12-17-2010,12-23-2010,12-27-2010,900,"$7,257.05"
"NORD High Mast Lighting Group 1 (Cut Off, Wisner, Avenger, East Shore, Taylor, Hardin)",Frischhertz Electric Company,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-11-2010,11-11-2010,12-09-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,1674,"$8,546.34"
"NORD High Mast Lighting Group 2 (Lemann, Comiskey, Rosenwald, Bunny Friend, Lyons, Conrad)",Frischhertz Electric Company,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-26-2010,11-11-2010,11-11-2010,11-15-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,1695,"$46,940.49"
Joe W. Brown Indoor Pool,"Linfield, Hunter & Junius",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-30-2010,11-10-2010,11-10-2010,11-17-2010,11-23-2010,11-30-2010,11-30-2010,12-03-2010,12-10-2010,12-13-2010,702,"$6,601.39"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-05-2010,11-05-2010,11-10-2010,12-13-2010,12-16-2010,12-16-2010,12-17-2010,12-23-2010,12-27-2010,2038,"$24,641.5"
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-04-2010,11-04-2010,11-08-2010,11-10-2010,11-11-2010,11-11-2010,11-12-2010,11-19-2010,11-22-2010,56,"$1,865.37"
New Orleans East Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-04-2010,11-04-2010,11-08-2010,11-10-2010,11-11-2010,11-11-2010,11-12-2010,11-19-2010,11-22-2010,1192,"$78,998.76"
Norman Mayer Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-04-2010,11-04-2010,11-08-2010,11-10-2010,11-11-2010,11-11-2010,11-12-2010,11-19-2010,11-22-2010,1738,"$303,487.95"
Robert E. Smith Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-04-2010,11-04-2010,11-08-2010,11-10-2010,11-11-2010,11-11-2010,11-12-2010,11-19-2010,11-22-2010,2256,"$194,628.4"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-02-2010,11-02-2010,11-04-2010,04-15-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,1079,"$3,789.59"
"Harrell Stadium, Center, & Pool","Mathes Brierre Architects, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-01-2010,11-01-2010,11-08-2010,11-22-2010,11-30-2010,11-30-2010,12-03-2010,12-10-2010,12-13-2010,663,"$3,977.5"
Joe W. Brown Indoor Pool,Ryan Gootee General Contractors,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-01-2010,11-01-2010,11-02-2010,11-08-2010,11-09-2010,11-09-2010,11-12-2010,11-19-2010,11-22-2010,720,"$64,901.38"
NOPD HQ Radio Shop & Parking Garage (Phase 2),Gootee Construction,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,11-01-2010,11-01-2010,11-10-2010,11-15-2010,11-16-2010,11-16-2010,11-22-2010,11-27-2010,11-30-2010,1542,"$55,899.3"
Rosa Keller (Broadmoor) Library,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,10-31-2010,10-31-2010,12-09-2010,12-10-2010,12-13-2010,12-13-2010,12-14-2010,12-20-2010,12-21-2010,2295,"$5,337.54"
Digby Park Basketball Court Lights,ETI (Exceptional Temporaries Incorporated),General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-30-2010,10-30-2010,10-30-2010,12-20-2010,12-29-2010,02-09-2011,02-09-2011,02-14-2011,02-25-2011,02-28-2011,474,"$18,273.87"
Rosa Keller (Broadmoor) Library,Ryan Gootee General Contractors,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,10-29-2010,10-29-2010,11-03-2010,11-18-2010,11-18-2010,11-19-2010,11-22-2010,11-27-2010,11-30-2010,2310,"$219,472.38"
House of Detention,Moses Engineers,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-27-2010,10-27-2010,10-27-2010,11-10-2010,11-12-2010,11-17-2010,11-18-2010,11-23-2010,11-27-2010,11-30-2010,670,"$4,388.4"
Municipal Traffic Courts (Phase 1),Moses Engineers,Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-27-2010,10-27-2010,10-27-2010,11-10-2010,11-17-2010,11-17-2010,11-18-2010,11-23-2010,11-27-2010,11-30-2010,1116,"$4,017.88"
NOPD Headquarters,Moses Engineers,Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-27-2010,10-27-2010,10-27-2010,11-10-2010,11-12-2010,11-17-2010,11-18-2010,11-23-2010,11-27-2010,11-30-2010,1531,"$72,765.07"
"Harrell Stadium, Center, & Pool","Mathes Brierre Architects, APC",Architect/Engineer,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-31-2010,10-26-2010,10-26-2010,12-03-2010,12-17-2010,12-30-2010,01-06-2011,01-07-2011,01-14-2011,01-18-2011,654,"$43,456.89"
Mosquito Control Administration Building Design-Build,Woodward Design Build,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-22-2010,10-26-2010,10-26-2010,11-05-2010,11-08-2010,11-09-2010,11-09-2010,11-12-2010,11-19-2010,11-22-2010,1038,"$129,398"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-15-2010,10-22-2010,10-22-2010,10-29-2010,11-04-2010,11-04-2010,11-04-2010,11-09-2010,11-19-2010,11-22-2010,2037,"$24,781.5"
Revolver Administrative Costs,Hancock Bank of Louisiana,Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,11-01-2010,10-20-2010,10-20-2010,11-18-2010,11-18-2010,12-01-2010,12-01-2010,12-03-2010,12-10-2010,12-13-2010,2249,"$6,666.67"
City Hall Repairs & Sunk A/E Costs,"WDG, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-18-2010,10-18-2010,10-18-2010,10-18-2010,10-19-2010,10-20-2010,10-20-2010,10-22-2010,10-29-2010,11-01-2010,300,"$17,800"
Pontchartrain Park and Lights,"W. L. Wyman Construction Co., Inc.",General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,10-15-2010,10-15-2010,10-22-2010,12-29-2010,12-30-2010,01-06-2011,01-07-2011,01-14-2011,01-18-2011,1925,"$26,407.95"
NOPD Seventh District Police Station,Imre Hegedus and Associated Architects,Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,10-13-2010,10-13-2010,10-13-2010,11-03-2010,11-09-2010,11-09-2010,11-09-2010,11-12-2010,11-19-2010,11-22-2010,1585,"$3,671"
NOPD Seventh District Police Station,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,10-12-2010,10-12-2010,10-13-2010,10-14-2010,10-19-2010,11-22-2010,11-23-2010,11-29-2010,11-30-2010,1600,"$206,736.48"
A.L. Davis Pool,BelouMagner Construction,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,10-08-2010,10-08-2010,10-14-2010,10-14-2010,10-18-2010,10-19-2010,10-22-2010,10-29-2010,11-01-2010,14,"$48,180.23"
Municipal Auditorium Phase I B - Abatement,"Materials Management Group, Inc.",Testing,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,10-08-2010,10-08-2010,10-11-2010,04-15-2011,04-15-2011,04-15-2011,04-19-2011,04-22-2011,04-25-2011,1078,"$3,903"
Project Management - MWH,MWH,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,10-07-2010,10-07-2010,10-07-2010,11-17-2010,11-17-2010,11-19-2010,11-22-2010,11-27-2010,11-30-2010,2145,"$352,881.77"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,10-06-2010,10-06-2010,10-29-2010,11-04-2010,11-04-2010,11-04-2010,11-09-2010,11-19-2010,11-22-2010,2036,"$23,128.75"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-24-2010,10-06-2010,10-06-2010,11-10-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,2070,"$88,664.88"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-24-2010,10-06-2010,10-06-2010,11-10-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,2071,"$11,255"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,10-05-2010,10-05-2010,11-10-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,2069,"$12,875.72"
Project Management - Hagerty,"Hagerty Consulting, Inc",Other,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,10-05-2010,10-05-2010,11-10-2010,12-16-2010,12-17-2010,12-17-2010,12-21-2010,12-30-2010,01-03-2011,2072,"$72,945.2"
Algiers Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,09-30-2010,09-30-2010,10-07-2010,10-14-2010,10-18-2010,10-18-2010,10-20-2010,10-29-2010,11-01-2010,54,"$25,061.41"
Joe W. Brown Indoor Pool,Ryan Gootee General Contractors,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,09-30-2010,09-30-2010,10-01-2010,10-08-2010,10-14-2010,10-14-2010,10-15-2010,10-22-2010,10-25-2010,719,"$102,646.22"
Joseph Bartholomew Golf Course (Pontchartrain Park),"Duininck, Inc",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-29-2010,09-30-2010,09-30-2010,10-01-2010,10-14-2010,10-14-2010,10-18-2010,10-20-2010,11-04-2010,11-08-2010,757,"$62,750.35"
New Orleans East Regional Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/CDBG,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,09-30-2010,09-30-2010,09-30-2010,10-14-2010,10-19-2010,10-19-2010,10-20-2010,10-29-2010,11-01-2010,1190,"$13,021.52"
Nora Navra Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,06 A Department to Deliver to D-CDBG Fiscal,Fully Paid,09-30-2010,09-30-2010,09-30-2010,10-07-2010,10-14-2010,10-19-2010,10-19-2010,10-20-2010,10-29-2010,11-01-2010,1637,"$10,044.99"
Norman Mayer Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,09-30-2010,09-30-2010,10-07-2010,10-14-2010,10-18-2010,10-18-2010,10-20-2010,10-27-2010,11-01-2010,1737,"$330,260.48"
Robert E. Smith Library Design-Build,"Gibbs Construction, Co.",General Contractor,no,Revolver/City/CDBG,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,09-30-2010,09-30-2010,10-07-2010,10-14-2010,10-19-2010,10-19-2010,10-20-2010,10-29-2010,11-01-2010,2254,"$256,043.44"
Rosa Keller (Broadmoor) Library,"Eskew, Dumez & Ripple",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,09-30-2010,09-30-2010,09-30-2010,10-19-2010,10-20-2010,10-20-2010,10-22-2010,10-27-2010,11-01-2010,2294,"$4,582.07"
Mosquito Control Administration Building Design-Build,Woodward Design Build,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-30-2010,09-29-2010,09-29-2010,09-29-2010,10-25-2010,10-25-2010,10-25-2010,10-27-2010,11-05-2010,11-08-2010,1037,"$67,401"
Project Management - MWH,MWH,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-27-2010,09-24-2010,09-24-2010,09-24-2010,11-17-2010,11-17-2010,11-19-2010,11-22-2010,11-27-2010,11-29-2010,2144,"$332,056.91"
New Orleans Juvenile Justice Center (Youth Study Center),"Mathes Brierre Architects, APC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,09-24-2010,09-24-2010,12-02-2010,12-03-2010,12-06-2010,12-09-2010,12-09-2010,12-20-2010,12-21-2010,2654,"$44,196.24"
Gallier Hall Renovations,Kevin J. Smith Construction,General Contractor,no,Revolver/City,10 Paid,8 Paid,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-10-2010,09-22-2010,09-22-2010,09-22-2010,10-18-2010,10-19-2010,10-19-2010,10-20-2010,10-28-2010,11-01-2010,600,"$113,431.79"
Project Management - Disaster Recovery Consultants (CPA),Disaster Recovery Consultants,Project Manager,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-15-2010,09-20-2010,09-20-2010,10-29-2010,11-04-2010,11-04-2010,11-04-2010,11-09-2010,11-19-2010,11-22-2010,2035,"$17,653.75"
Pontchartrain Park and Lights,"St. Martin Brown & Associates, LLC",Architect/Engineer,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,09-15-2010,09-15-2010,09-15-2010,09-17-2010,09-20-2010,09-20-2010,09-20-2010,09-22-2010,09-24-2010,10-04-2010,1916,"$7,536.75"
NOPD Seventh District Police Station,Construction Masters,General Contractor,no,Revolver Only,10 Paid,6 Finance to Cut Check,03 Fiscal to Send to D-CDBG Project Manager,Fully Paid,08-31-2010,09-14-2010,09-14-2010,09-15-2010,09-20-2010,09-20-2010,09-20-2010,09-22-2010,09-24-2010,10-04-2010,1599,"$281,157.77"
