"","Check","Fund","PV","Department","Vendor","InvoiceDate","StampDate","APDate","CheckDate","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder45","Total46_90","Total91_135","TotalOver135"
"7713",1720979,"51","PV 63036129-70236","Capital Projects","MANNING ARCHITECTS",2015-07-31,2015-08-13,2015-08-26,2015-08-28,"$7,500.00 ",3,15,2015 Q3,1,0,0,1,0,0,0
"7714",1720983,"51","PV 45036760-70244","Capital Projects","MST ENTERPRISES LLC",2015-08-21,NA,2015-08-21,2015-08-28,"$10,174.50 ",6,7,2015 Q3,1,0,0,1,0,0,0
"7715",1721000,"LCD","PV 2102015419-09A","OCD","IVES BUSINESS FORMS IN",2015-08-17,NA,2015-08-31,2015-09-02,"$153.00 ",3,16,2015 Q3,1,0,0,1,0,0,0
"7716",1721011,"FDH","PV 3601500211-21S","Health","HENRY SCHEIN INC",2015-08-14,2015-08-21,2015-09-01,2015-09-03,"$693.93 ",3,13,2015 Q3,1,0,0,1,0,0,0
"7717",1721012,"PRIV","PV 3601500446-03S","Health","STANDARD PARKING CORP",2015-08-15,NA,2015-08-27,2015-09-03,"$44.64 ",6,19,2015 Q3,1,0,0,1,0,0,0
"7718",1721015,"HUD","PV 75036935-70237","OCD","HARRY THOMSPSON CENTER",2015-06-10,NA,2015-08-27,2015-09-03,"$8,423.97 ",6,85,2015 Q3,1,0,0,0,1,0,0
"7719",1721018,"PRIV","PV 3601500378-03S","Health","HONEY BAKED HAM",2015-08-26,NA,2015-08-27,2015-09-03,"$422.50 ",6,8,2015 Q3,1,0,0,1,0,0,0
"7720",1721022,"FEM","PV 36000000036992","Health","AURORA STORAGE PRODUCT",2015-07-31,NA,2015-08-27,2015-09-03,"$6,851.58 ",6,34,2015 Q3,1,0,0,1,0,0,0
"7721",1721024,"FEM","PV 36000000036951","Health","THE HON COMPANY C/O CO",2015-07-28,2015-08-05,2015-08-27,2015-09-03,"$6,907.34 ",6,29,2015 Q3,1,0,0,1,0,0,0
"7722",1721027,"FDH","PV 36036471-HM13","Health","GREENWAY EHS INC",2015-08-19,2015-08-31,2015-09-01,2015-09-03,"$7,182.89 ",3,3,2015 Q3,1,0,0,1,0,0,0
"7723",1721028,"FDH","PV 3601500210-21S","Health","IVES BUSINESS FORMS IN",2015-08-20,2015-08-20,2015-08-28,2015-09-03,"$35.14 ",5,14,2015 Q3,1,0,0,1,0,0,0
"7724",1721031,"FDH","PV 3601500224-21S","Health","STAR LOCK & KEY CO INC",2015-08-24,NA,2015-08-31,2015-09-03,"$6.50 ",4,10,2015 Q3,1,0,0,1,0,0,0
"7725",1721033,"FDH","PV 3601500223-21S","Health","ALERE TOXICOLOGY SERV",2015-07-31,NA,2015-08-27,2015-09-03,"$27.00 ",6,34,2015 Q3,1,0,0,1,0,0,0
"7726",1721037,"FEM","PV 36000000036948","Health","CONTRACT FURNITURE GRO",2015-08-21,NA,2015-08-27,2015-09-03,"$1,170.00 ",6,13,2015 Q3,1,0,0,1,0,0,0
"7727",1721038,"FEM","PV 36000000036949","Health","CONTRACT FURNITURE GRO",2015-08-25,NA,2015-08-27,2015-09-03,"$300.00 ",6,9,2015 Q3,1,0,0,1,0,0,0
"7728",1721041,"FDH","PV 36000000037129","Health","MCKESSON MEDICAL SURGI",2015-07-21,2015-07-30,2015-08-28,2015-09-03,"$1,811.82 ",5,35,2015 Q3,1,0,0,1,0,0,0
"7729",1721045,"PRIV","PV 710IPMOIG20156","OIG","ALISON MCCRARY",2015-08-19,NA,2015-08-31,2015-09-04,"$36.91 ",5,16,2015 Q3,1,0,0,1,0,0,0
"7730",1721049,"51","PV 45037146-FINAL","Capital Projects","THE GORDIAN GROUP",2015-01-31,NA,2015-09-01,2015-09-04,"$4,615.80 ",4,216,2015 Q3,1,0,0,0,0,0,1
"7731",1721053,"FEM","PV 25000000037107","Fire","NATIONAL BUSINESS FURN",2015-08-18,NA,2015-08-28,2015-09-04,"$738.00 ",6,17,2015 Q3,1,0,0,1,0,0,0
"7732",1721057,"FEM","PV 21036486-70173","Homeland Security","MORRIS MARCEL",2015-04-22,NA,2015-08-31,2015-09-04,"$37,777.50 ",5,135,2015 Q3,1,0,0,0,0,1,0
"7733",1721061,"FEM","PV 21036485-70172","Homeland Security","GERALDINE SAMANIE",2015-03-11,NA,2015-08-31,2015-09-04,"$27,963.00 ",5,177,2015 Q3,1,0,0,0,0,0,1
"7734",1721066,"FEM","PV 25000000037040","Fire","3 SOUTH",2015-08-20,NA,2015-08-28,2015-09-04,"$500.00 ",6,15,2015 Q3,1,0,0,1,0,0,0
"7735",1721068,"FEM","PV 25000000037042","Fire","TIM MARINE LLC",2015-08-21,NA,2015-08-28,2015-09-04,"$8,012.00 ",6,14,2015 Q3,1,0,0,1,0,0,0
"7736",1721074,"FEM","PV 7502015215-09A","OCD","NOLA MEDIA GROUP",2015-05-31,NA,2015-09-03,2015-09-08,"$2.00 ",3,100,2015 Q3,1,0,0,0,0,1,0
"7737",1721077,"HUD","PV 75036556-70269","OCD","CANON FINANCIAL SERVIC",2015-08-13,NA,2015-08-31,2015-09-08,"$345.00 ",6,26,2015 Q3,1,0,0,1,0,0,0
"7738",1721082,"HUD","PV 75033560-70234","OCD","PROJECT HOMECOMING INC",2015-07-28,NA,2015-08-27,2015-09-08,"$17,000.00 ",8,42,2015 Q3,0,1,0,1,0,0,0
"7739",1721085,"FDH","PV 36015OHP0048A","Health","ORASURE TECHNOLOGIES I",2015-08-31,NA,2015-09-02,2015-09-08,"$338.88 ",4,8,2015 Q3,1,0,0,1,0,0,0
"7740",1721088,"HUD","PV 75037066-70261","OCD","STARLINE VENTURES",2015-08-14,NA,2015-08-31,2015-09-08,"$2,750.00 ",6,25,2015 Q3,1,0,0,1,0,0,0
"7741",1721091,"DOL","PV 77200000037126","Mayor","GOODWILL INDUSTRIES OF",2015-07-31,NA,2015-09-02,2015-09-08,"$2,052.54 ",4,39,2015 Q3,1,0,0,1,0,0,0
"7742",1721094,"51","PV 45036748-70290","Capital Projects","JULIEN ENGINEERING &",2015-08-24,2015-08-26,2015-09-02,2015-09-08,"$47,500.00 ",4,13,2015 Q3,1,0,0,1,0,0,0
"7743",1721097,"DOL","PV 7722015071-01A","Mayor","KYOCERA DOCUMENT SOLUT",2015-09-01,NA,2015-09-02,2015-09-08,"$57.40 ",4,7,2015 Q3,1,0,0,1,0,0,0
"7744",1721131,"51","PV 50036522-00003","Public Works","ECM CONSULTANTS, INC.",2015-08-19,NA,2015-09-08,2015-09-09,"$48,178.68 ",2,21,2015 Q3,1,0,0,1,0,0,0
"7745",1721137,"FDH","PV 36037069-70323","Health","STANDARD PARKING CORP",2015-08-15,NA,2015-09-03,2015-09-10,"$285.00 ",5,26,2015 Q3,1,0,0,1,0,0,0
"7746",1721142,"FHS","PV 21036885-70329","Homeland Security","GRAINGER",2015-08-24,NA,2015-09-08,2015-09-10,"$4,220.00 ",3,17,2015 Q3,1,0,0,1,0,0,0
"7747",1721145,"PRIV","PV 36036627-70319","Health","NURSE NIKKI LLC",2015-08-31,NA,2015-09-03,2015-09-10,"$150.00 ",5,10,2015 Q3,1,0,0,1,0,0,0
"7748",1721149,"51","PV 58000000036349","Capital Projects","H & O INVESTMENTS LLC",2015-09-01,2015-09-02,2015-09-04,2015-09-10,"$7,528.07 ",4,8,2015 Q3,1,0,0,1,0,0,0
"7749",1721152,"FEM","PV 75036633-70212","Code Enforcement","DURR HEAVY CONSTRUCTIO",2015-07-30,2015-08-24,2015-09-03,2015-09-10,"$3,395.70 ",5,17,2015 Q3,1,0,0,1,0,0,0
"7750",1721156,"FEM","PV 75036633-70216","Code Enforcement","DURR HEAVY CONSTRUCTIO",2015-07-30,2015-08-24,2015-09-03,2015-09-10,"$7,872.15 ",5,17,2015 Q3,1,0,0,1,0,0,0
"7751",1721159,"FDH","PV 3601500449-03S","Health","A MALONEY MOVING & STO",2015-08-01,NA,2015-09-03,2015-09-10,"$515.00 ",5,40,2015 Q3,1,0,0,1,0,0,0
"7752",1721163,"51","PV 22036012-70335","Capital Projects","KENALL INC",2015-07-31,2015-09-03,2015-09-04,2015-09-10,"$50,592.40 ",4,7,2015 Q3,1,0,0,1,0,0,0
"7753",1721167,"PRIV","PV 2102015007 23A","Mayor","SARAH SCHIMER",2015-08-18,NA,2015-09-01,2015-09-10,"$28.80 ",7,23,2015 Q3,1,0,0,1,0,0,0
"7754",1721171,"HUD","PV 75036973-70305","OCD","NEW ORLEANS WOMEN SHEL",2015-07-16,2015-07-16,2015-09-03,2015-09-11,"$15,100.24 ",6,57,2015 Q3,1,0,0,0,1,0,0
"7755",1721174,"LCD","PV 75036560-70296","OCD","ORLEANS TOWER, LLC",2015-09-01,NA,2015-09-03,2015-09-11,"$8,324.36 ",6,10,2015 Q3,1,0,0,1,0,0,0
"7756",1721178,"HUD","PV 75033565-70068","OCD","PRESERVATION RESOURCE",2015-03-12,2015-04-01,2015-08-26,2015-09-11,"$15,722.62 ",12,163,2015 Q3,0,1,0,0,0,0,1
"7757",1721181,"HUD","PV 70036825-69248","NORDC","YOUNG AUDIENCES INC",2015-04-29,NA,2015-09-11,2015-09-14,"$20,000.00 ",2,138,2015 Q3,1,0,0,0,0,0,1
"7758",1721185,"PRIV","PV 3601500413 03S","Health","LAERDAL MEDICAL CORPOR",2015-08-05,NA,2015-09-10,2015-09-15,"$280.00 ",4,41,2015 Q3,1,0,0,1,0,0,0
"7759",1721188,"FDH","PV 36036446-HM11","Health","DS WATERS OF AMERICA I",2015-08-28,NA,2015-09-11,2015-09-15,"$161.34 ",3,18,2015 Q3,1,0,0,1,0,0,0
"7760",1721192,"51","PV 27036539-70340","Capital Projects","CONCORDIA LLC",2015-09-01,2015-09-03,2015-09-08,2015-09-15,"$42,025.03 ",6,12,2015 Q3,1,0,0,1,0,0,0
"7761",1721195,"FHS","PV 21000000016245","Homeland Security","GRAINGER",2015-08-27,NA,2015-09-09,2015-09-15,"$84.08 ",5,19,2015 Q3,1,0,0,1,0,0,0
"7762",1721199,"LCD","PV 75036615-70403","OCD","SPRINT NEXTEL CORP",2015-08-29,NA,2015-09-14,2015-09-15,"$400.25 ",2,17,2015 Q3,1,0,0,1,0,0,0
"7763",1721202,"FDH","PV 36036961-70380","Health","SHELTER RESOURCES INC.",2015-09-08,NA,2015-09-09,2015-09-15,"$19,988.10 ",5,7,2015 Q3,1,0,0,1,0,0,0
"7764",1721206,"51","PV 58000000036537","NORDC","H & O INVESTMENTS LLC",2015-08-10,NA,2015-09-10,2015-09-15,"$13,096.22 ",4,36,2015 Q3,1,0,0,1,0,0,0
"7765",1721209,"FDH","PV 3601500231-21S","Health","IVES BUSINESS FORMS IN",2015-09-03,NA,2015-09-11,2015-09-15,"$248.66 ",3,12,2015 Q3,1,0,0,1,0,0,0
"7766",1721213,"FDJ","PV 36036523-70294","Health","NAMI NEW ORLEANS INC",2015-07-31,NA,2015-09-08,2015-09-15,"$4,150.22 ",6,46,2015 Q3,1,0,0,0,1,0,0
"7767",1721216,"HUD","PV 50036561-02","Public Works","HARD ROCK CONSTRUCTION",2015-04-28,NA,2015-09-10,2015-09-15,"$12,540.00 ",4,140,2015 Q3,1,0,0,0,0,0,1
"7768",1721220,"51","PV 50036881-03","Public Works","MST ENTERPRISES LLC",2015-08-20,NA,2015-09-09,2015-09-15,"$24,380.00 ",5,26,2015 Q3,1,0,0,1,0,0,0
"7769",1721245,"DOL","PV 7722015073-01A","Mayor","IRON MOUNTAIN RECORDS",2015-08-31,NA,2015-09-10,2015-09-17,"$51.68 ",6,17,2015 Q3,1,0,0,1,0,0,0
"7770",1721249,"HUD","PV 75037097-70371","OCD","NEW ORLEANS FAMILY JUS",2015-07-31,NA,2015-09-09,2015-09-17,"$9,503.66 ",7,48,2015 Q3,1,0,0,0,1,0,0
"7771",1721252,"HUD","PV 75037097-70374","OCD","NEW ORLEANS FAMILY JUS",2015-08-24,NA,2015-09-09,2015-09-17,"$11,577.02 ",7,24,2015 Q3,1,0,0,1,0,0,0
"7772",1721256,"PRIV","PV 75036615-70406","OCD","SPRINT NEXTEL CORP",2015-08-29,NA,2015-09-14,2015-09-17,"$445.36 ",4,19,2015 Q3,1,0,0,1,0,0,0
"7773",1721259,"HUD","PV 75036934-70381","OCD","COVENANT HOUSE NEW ORL",2015-08-18,NA,2015-09-14,2015-09-17,"$9,495.15 ",4,30,2015 Q3,1,0,0,1,0,0,0
"7774",1721263,"51","PV 50037189-01","Public Works","LA DEPT OF TRANSPORTAT",2015-08-11,NA,2015-09-15,2015-09-17,"$103.19 ",3,37,2015 Q3,1,0,0,1,0,0,0
"7775",1721266,"LCD","PV 2102015451-09A","OCD","NOLA MEDIA GROUP",2015-08-31,NA,2015-09-17,2015-09-18,"$2.80 ",2,18,2015 Q3,1,0,0,1,0,0,0
"7776",1721270,"LCD","PV 21037062-70201","OCD","ORLEANS PARISH SCHOOL",2015-07-17,NA,2015-09-18,2015-09-18,"$123,552.00 ",1,63,2015 Q3,1,0,0,0,1,0,0
"7777",1721273,"51","PV 50036881-00002","OCD","MST ENTERPRISES LLC",2015-09-01,NA,2015-09-21,2015-09-21,"$50,741.76 ",1,20,2015 Q3,1,0,0,1,0,0,0
"7778",1721288,"FDH","PV 360HM20195-21S","Health","STERICYCLE COMMUNICATI",2015-09-02,NA,2015-09-16,2015-09-22,"$302.43 ",5,20,2015 Q3,1,0,0,1,0,0,0
"7779",1721291,"HUD","PV 75036557-70361","OCD","XEROX CORPORATION",2015-09-01,NA,2015-09-14,2015-09-22,"$172.64 ",7,21,2015 Q3,1,0,0,1,0,0,0
"7780",1721295,"FDH","PV 3601500234-21S","Health","LIBERTY'S KITCHEN",2015-09-09,2015-09-10,2015-09-16,2015-09-22,"$567.50 ",5,12,2015 Q3,1,0,0,1,0,0,0
"7781",1721298,"FEM","PV 21032292-70223","Homeland Security","CATHLEEN S HIGHTOWER",2015-05-22,NA,2015-09-22,2015-09-22,"$52,200.00 ",1,123,2015 Q3,1,0,0,0,0,1,0
"7782",1721302,"HUD","PV 75036615-70389","OCD","SPRINT NEXTEL CORP",2015-08-29,NA,2015-09-14,2015-09-22,"$259.99 ",7,24,2015 Q3,1,0,0,1,0,0,0
"7783",1721305,"FEM","PV 21031355-70225","Homeland Security","CAROL GEORGE JOHNSON",2015-06-18,NA,2015-09-22,2015-09-22,"$5,000.00 ",1,96,2015 Q3,1,0,0,0,0,1,0
"7784",1721309,"FEM","PV 21036486-70287","Homeland Security","MORRIS MARCEL",2015-06-17,NA,2015-09-22,2015-09-22,"$15,782.50 ",1,97,2015 Q3,1,0,0,0,0,1,0
"7785",1721312,"FEM","PV 21032457-70222","Homeland Security","CHRISTY BERGERON",2015-06-29,NA,2015-09-22,2015-09-22,"$35,202.00 ",1,85,2015 Q3,1,0,0,0,1,0,0
"7786",1721317,"PRIV","PV 3601500450-03S","Health","SIMATAI PUBLIC HEALTH",2015-09-08,NA,2015-09-15,2015-09-22,"$500.00 ",6,14,2015 Q3,1,0,0,1,0,0,0
"7787",1721320,"FEM","PV 21037109-70445","Homeland Security","CHARLES BRACKMAN",2015-09-16,NA,2015-09-17,2015-09-22,"$39,419.75 ",4,6,2015 Q3,1,0,0,1,0,0,0
"7788",1721324,"LLE","PV 210CJ15000034","Mayor","ORLEANS PARISH CRIMINA",2015-07-14,NA,2015-09-15,2015-09-22,"$1,900.00 ",6,70,2015 Q3,1,0,0,0,1,0,0
"7789",1721327,"LLE","PV 210CJ15000035","Mayor","HARBOR POLICE DEPARTME",2015-07-14,NA,2015-09-15,2015-09-22,"$500.00 ",6,70,2015 Q3,1,0,0,0,1,0,0
"7790",1721331,"LLE","PV 210CJ15000033","Mayor","NEW ORLEANS POLICE DEP",2015-07-14,NA,2015-09-15,2015-09-22,"$13,000.00 ",6,70,2015 Q3,1,0,0,0,1,0,0
"7791",1721339,"FDH","PV 3601500459-03S","Health","ELYANIA JACKSON",2015-08-28,NA,2015-09-15,2015-09-23,"$130.29 ",7,26,2015 Q3,1,0,0,1,0,0,0
"7792",1721343,"FDH","PV 3601500457-03S","Health","IDANIA M.SUAZO",2015-08-31,NA,2015-09-15,2015-09-23,"$131.16 ",7,23,2015 Q3,1,0,0,1,0,0,0
"7793",1721346,"FDH","PV 3601500455-03S","Health","NIKONY WESLEY",2015-08-31,NA,2015-09-15,2015-09-23,"$160.52 ",7,23,2015 Q3,1,0,0,1,0,0,0
"7794",1721350,"FDH","PV 3601500464-03S","Health","ROCQUEL S.HAWKINS",2015-09-01,NA,2015-09-15,2015-09-23,"$251.76 ",7,22,2015 Q3,1,0,0,1,0,0,0
"7795",1721381,"LLE","PV 210CJ15000031","Mayor","GEORGE O.LAWRENCE",2015-09-02,NA,2015-09-18,2015-09-24,"$82.72 ",5,22,2015 Q3,1,0,0,1,0,0,0
"7796",1721385,"FDH","PV 36000000036669","Health","HENRY SCHEIN INC",2015-09-10,2015-09-15,2015-09-18,2015-09-24,"$1,217.25 ",5,9,2015 Q3,1,0,0,1,0,0,0
"7797",1721388,"HUD","PV 75032287-70396","OCD","PROVIDENCE COMMUNITY H",2015-09-03,NA,2015-09-14,2015-09-24,"$117,815.30 ",9,21,2015 Q3,0,1,0,1,0,0,0
"7798",1721392,"51","PV 50037175-01B","Public Works","APS DESIGN & TESTING L",2015-08-21,NA,2015-09-17,2015-09-24,"$477.00 ",6,34,2015 Q3,1,0,0,1,0,0,0
"7799",1721395,"FDH","PV 3601500228F21S","Health","DIXON SHANELLC DBA R &",2015-09-03,2015-09-04,2015-09-18,2015-09-24,"$5.98 ",5,20,2015 Q3,1,0,0,1,0,0,0
"7800",1721399,"FDH","PV 36037072-70469","Health","SPRINT NEXTEL CORP",2015-09-10,NA,2015-09-18,2015-09-24,"$1,572.21 ",5,14,2015 Q3,1,0,0,1,0,0,0
"7801",1721402,"FDH","PV 360HM10241-21S","Health","AIRGAS USA LLC",2015-08-31,2015-09-11,2015-09-24,2015-09-24,"$29.45 ",1,13,2015 Q3,1,0,0,1,0,0,0
"7802",1721406,"51","PV 58000000016472","Capital Projects","SOUTHERN EARTH SCIENCE",2015-08-31,NA,2015-09-24,2015-09-24,"$414.16 ",1,24,2015 Q3,1,0,0,1,0,0,0
"7803",1721409,"LMD","PV 68500000016243","MTCB","TERMINIX",2015-08-27,NA,2015-09-16,2015-09-24,"$860.00 ",7,28,2015 Q3,1,0,0,1,0,0,0
"7804",1721413,"FDH","PV 3601500222-21S","Health","CHAMPION GRAPHIC COMMU",2015-09-10,2015-09-17,2015-09-22,2015-09-24,"$25.00 ",3,7,2015 Q3,1,0,0,1,0,0,0
"7805",1721416,"HUD","PV 75033565-70367","OCD","PRESERVATION RESOURCE",2015-07-31,NA,2015-09-14,2015-09-24,"$1,439.57 ",9,55,2015 Q3,0,1,0,0,1,0,0
"7806",1721420,"FDH","PV 3601500488-03S","Health","ALERE TOXICOLOGY SERV",2015-08-31,NA,2015-09-22,2015-09-24,"$13.50 ",3,24,2015 Q3,1,0,0,1,0,0,0
"7807",1721423,"FDH","PV 36037028-70477","Health","SOUTHEAST LA.AREA HEAL",2015-08-31,NA,2015-09-23,2015-09-24,"$26,584.95 ",2,24,2015 Q3,1,0,0,1,0,0,0
"7808",1721428,"LDH","PV 63000000037047","Youth Study Center","HEWLETT PACKARD COMPAN",2015-08-24,NA,2015-09-16,2015-09-24,"$3,598.02 ",7,31,2015 Q3,1,0,0,1,0,0,0
"7809",1721431,"HUD","PV 75037097-70463","OCD","NEW ORLEANS FAMILY JUS",2015-07-31,NA,2015-09-22,2015-09-25,"$4,374.33 ",4,56,2015 Q3,1,0,0,0,1,0,0
"7810",1721435,"HUD","PV 75037097-70468","OCD","NEW ORLEANS FAMILY JUS",2015-07-22,NA,2015-09-22,2015-09-25,"$6,964.50 ",4,65,2015 Q3,1,0,0,0,1,0,0
"7811",1721438,"HUD","PV 75036890-70435","OCD","SHELTER RESOURCES INC.",2015-07-09,NA,2015-09-17,2015-09-25,"$49,398.68 ",7,78,2015 Q3,1,0,0,0,1,0,0
"7812",1721442,"HUD","PV 75036971-70376","OCD","OZANAM INN",2015-05-31,2015-07-02,2015-09-14,2015-09-25,"$25,031.20 ",10,85,2015 Q3,0,1,0,0,1,0,0
"7813",1721445,"HUD","PV 75036888-70426","OCD","PROJECT LAZARUS",2015-07-16,NA,2015-09-16,2015-09-25,"$46,895.50 ",8,71,2015 Q3,0,1,0,0,1,0,0
"7814",1721449,"FJA","PV 2101500011-03S","Health","AMALFI K.PARKER",2015-09-18,NA,2015-09-24,2015-09-29,"$58.00 ",4,11,2015 Q3,1,0,0,1,0,0,0
"7815",1721452,"51","PV 25000000016479","Capital Projects","THE GORDIAN GROUP",2015-08-31,NA,2015-09-22,2015-09-29,"$666.72 ",6,29,2015 Q3,1,0,0,1,0,0,0
"7816",1721456,"51","PV 50000000016460","Capital Projects","THE GORDIAN GROUP",2015-06-30,2015-09-22,2015-09-22,2015-09-29,"$49.38 ",6,7,2015 Q3,1,0,0,1,0,0,0
"7817",1721459,"51","PV 68900000016456","Capital Projects","THE GORDIAN GROUP",2015-06-30,2015-09-17,2015-09-22,2015-09-29,"$304.74 ",6,12,2015 Q3,1,0,0,1,0,0,0
"7818",1721463,"FHS","PV 21036885-70504","Homeland Security","GRAINGER",2015-09-16,NA,2015-09-24,2015-09-29,"$6,330.00 ",4,13,2015 Q3,1,0,0,1,0,0,0
"7819",1721466,"51","PV 58000000036757","Property Mgmt","FHP TECTONICS CORP",2015-09-14,NA,2015-09-21,2015-09-29,"$13,205.89 ",7,15,2015 Q3,1,0,0,1,0,0,0
"7820",1721470,"51","PV 58036463-70461","Accounting","DANA BROWN & ASSOCIATE",2015-08-25,2015-09-17,2015-09-21,2015-09-29,"$4,216.70 ",7,12,2015 Q3,1,0,0,1,0,0,0
"7821",1721473,"51","PV 62035113-70474","Capital Projects","H & O INVESTMENTS LLC",2015-09-01,2015-09-02,2015-09-22,2015-09-29,"$1,262.68 ",6,27,2015 Q3,1,0,0,1,0,0,0
"7822",1721477,"51","PV 50036174-7B1","Public Works","FLEMING CONSTRUCTION C",2015-08-15,NA,2015-09-24,2015-09-29,"$25,410.60 ",4,45,2015 Q3,1,0,0,1,0,0,0
"7823",1721480,"HUD","PV 75033565-70344","OCD","PRESERVATION RESOURCE",2015-08-19,NA,2015-09-23,2015-09-29,"$28,089.45 ",5,41,2015 Q3,1,0,0,1,0,0,0
"7824",1721484,"HUD","PV 75033565D70101","OCD","PRESERVATION RESOURCE",2015-08-03,NA,2015-09-16,2015-09-29,"$1,798.72 ",10,57,2015 Q3,0,1,0,0,1,0,0
"7825",1721487,"HUD","PV 75036975-69943","OCD","SOUTHEAST LA LEGAL SER",2015-06-10,NA,2015-09-16,2015-09-29,"$85.67 ",10,111,2015 Q3,0,1,0,0,0,1,0
"7826",1721491,"HUD","PV 75036892-70503","OCD","NO/AIDS TASK FORCE",2015-07-03,NA,2015-09-24,2015-09-29,"$6,924.81 ",4,88,2015 Q3,1,0,0,0,1,0,0
"7827",1721494,"51","PV 50036740-04","Public Works","DIGITAL ENGINEERING &",2015-09-01,NA,2015-09-22,2015-09-29,"$35,344.80 ",6,28,2015 Q3,1,0,0,1,0,0,0
"7828",1721528," FEM","","Homeland Security","MELISSA J HARPER",2015-09-28,NA,2015-09-29,2015-10-01,"$8,638.49 ",3,3,2015 Q4,1,0,0,1,0,0,0
"7829",1721532,"PRIV","","Health","DIAPERS.COM/ QUIDSI IN",2015-09-22,NA,2015-09-24,2015-10-01,"$694.17 ",6,9,2015 Q4,1,0,0,1,0,0,0
"7830",1721536," FDH","","Health","ALERE TOXICOLOGY SERV",2015-08-31,NA,2015-09-24,2015-10-01,"$13.50 ",6,31,2015 Q4,1,0,0,1,0,0,0
"7831",1721540,"51","","Public Works","MATERIALS MANAGEMENT G",2015-09-17,2015-09-17,2015-09-29,2015-10-01,"$24,181.92 ",3,14,2015 Q4,1,0,0,1,0,0,0
"7832",1721544," FDH","","Health","FRAN LAWLESS",2015-09-02,NA,2015-09-24,2015-10-01,"$174.41 ",6,29,2015 Q4,1,0,0,1,0,0,0
"7833",1721563," HUD","","OCD","JIMMIE L CHAMBERS AND",2014-06-01,NA,2015-09-24,2015-10-02,"$708.00 ",7,488,2015 Q4,1,0,0,0,0,0,1
"7834",1721567," HUD","","OCD","GALLAGHER RECORDS MANA",2015-09-01,NA,2015-09-24,2015-10-02,"$50.59 ",7,31,2015 Q4,1,0,0,1,0,0,0
"7835",1721571," FEM","","OCD","DURR HEAVY CONSTRUCTIO",2015-09-01,2015-09-18,2015-09-25,2015-10-02,"$23,867.25 ",6,14,2015 Q4,1,0,0,1,0,0,0
"7836",1721577," HUD","","OCD","RESPONSIBILITY HOUSE",2015-08-17,NA,2015-09-30,2015-10-02,"$9,744.92 ",3,46,2015 Q4,1,0,0,0,1,0,0
"7837",1721581," HUD","","OCD","NEW ORLEANS NEIGHBORHO",2015-09-18,NA,2015-10-01,2015-10-02,"$94,446.04 ",2,14,2015 Q4,1,0,0,1,0,0,0
"7838",1721590," HUD","","NORDC","MODEL FOR SUCCESS, LLC",2015-09-28,NA,2015-09-29,2015-10-06,"$6,750.00 ",6,8,2015 Q4,1,0,0,1,0,0,0
"7839",1721594," HUD","","NORDC","HYPE ACADEMY LLC",2015-07-14,NA,2015-09-29,2015-10-06,"$1,292.00 ",6,84,2015 Q4,1,0,0,0,1,0,0
"7840",1721598," HUD","","OCD","PROJECT HOMECOMING INC",2015-09-16,NA,2015-09-30,2015-10-06,"$14,100.00 ",5,20,2015 Q4,1,0,0,1,0,0,0
"7841",1721602," HUD","","OCD","QUALITY URBAN EQUITIES",2015-09-17,NA,2015-09-30,2015-10-06,"$2,000.00 ",5,19,2015 Q4,1,0,0,1,0,0,0
"7842",1721606," HUD","","OCD","PRESERVATION RESOURCE",2015-06-30,NA,2015-10-01,2015-10-06,"$4,841.24 ",4,98,2015 Q4,1,0,0,0,0,1,0
"7843",1721610," HUD","","OCD","SOUTHEAST LA. LEGAL SE",2015-06-10,NA,2015-09-30,2015-10-06,"$5,875.93 ",5,118,2015 Q4,1,0,0,0,0,1,0
"7844",1721622,"51","","Public Works","GULF SOUTH ENGINEERING",2015-09-17,NA,2015-10-06,2015-10-07,"$4,101.57 ",2,20,2015 Q4,1,0,0,1,0,0,0
"7845",1721623," LCD","","OCD","KENTWOOD SPRINGS",2015-09-04,NA,2015-10-06,2015-10-07,"$40.23 ",2,33,2015 Q4,1,0,0,1,0,0,0
"7846",1721651,"51","","Capital Projects","LEDBETTER FULLERTON AR",2015-07-20,2015-07-21,2015-10-06,2015-10-07,"$100,000.00 ",2,78,2015 Q4,1,0,0,0,1,0,0
"7847",1721659," EPA","","Mayor","TIMOTHY E.ADAMS",2015-09-05,NA,2015-10-06,2015-10-08,"$605.78 ",3,33,2015 Q4,1,0,0,1,0,0,0
"7848",1721663," FDH","","Health","XEROX CORPORATION",2015-09-01,NA,2015-10-06,2015-10-08,"$120.41 ",3,37,2015 Q4,1,0,0,1,0,0,0
"7849",1721665," FDH","","Health","STANDARD PARKING CORP",2015-09-16,NA,2015-10-06,2015-10-08,"$720.00 ",3,22,2015 Q4,1,0,0,1,0,0,0
"7850",1721669," FDH","","Health","DS WATERS OF AMERICA I",2015-09-02,NA,2015-10-03,2015-10-08,"$183.78 ",5,36,2015 Q4,1,0,0,1,0,0,0
"7851",1721671,"51","","Capital Projects","THE GORDIAN GROUP",2015-11-30,2015-09-16,2015-10-01,2015-10-08,"$335.50 ",6,22,2015 Q4,1,0,0,1,0,0,0
