"","Check","PO","Account.String","Department","Invoice.Date","Stamp.Date","Accounts.Payable.Date","Check.Date","Vendor","Amount","AP","TotalDays","Qtr","APUnder7","AP7_14","APOver14","TotalUnder30","Total31_60","Total61_90","Total91_120","TotalOver120"
"13411",106529,"8910481918","0200-0900-8910-200-212600","aviation",2014-02-13,NA,2014-03-05,2014-03-06,"Fedex Kinko's",32.68,2,21,2014 Q1,1,0,0,1,0,0,0,0
"13412",106530,"8910481854","0200-0900-8910-200-212170","aviation",2014-01-10,NA,2014-03-05,2014-03-06,"G&K Services",964.68,2,55,2014 Q1,1,0,0,0,1,0,0,0
"13413",106531,"8910413731","0200-0900-8910-200-212150","aviation",2014-01-15,NA,2014-02-27,2014-03-06,"Iftikhar Ahmad",58,5,50,2014 Q1,1,0,0,0,1,0,0,0
"13414",106532,"8910413737","0200-0900-8910-200-212150","aviation",2014-01-15,NA,2014-02-27,2014-03-06,"Iftikhar Ahmad",340,5,50,2014 Q1,1,0,0,0,1,0,0,0
"13415",106533,"8910481801","0200-0900-8910-200-212159","aviation",2014-02-10,NA,2014-03-05,2014-03-06,"INTERNATIONAL SECURITY MANAGEMENT GROUP",9663.85,2,24,2014 Q1,1,0,0,1,0,0,0,0
"13416",106534,"8910481824","0200-0900-8910-200-212159","aviation",2014-01-20,NA,2014-03-05,2014-03-06,"INTERNATIONAL SECURITY MANAGEMENT GROUP",10239.19,2,45,2014 Q1,1,0,0,0,1,0,0,0
"13417",106535,"8910481876","0200-0900-8910-200-212150","aviation",2014-01-06,NA,2014-02-27,2014-03-06,"Jefferson Parish Sheriff's Office",510852.85,5,59,2014 Q1,1,0,0,0,1,0,0,0
"13418",106536,"8910413730","0200-0900-8910-200-212150","aviation",2013-12-03,NA,2014-02-27,2014-03-06,"Jeffrey Sigmon",340,5,93,2014 Q1,1,0,0,0,0,0,1,0
"13419",106537,"8910413735","0200-0900-8910-200-212150","aviation",2013-12-09,NA,2014-02-27,2014-03-06,"Jeffrey Sigmon",340,5,87,2014 Q1,1,0,0,0,0,1,0,0
"13420",106538,"8910481804","0200-0900-8910-200-212110","aviation",2014-02-25,NA,2014-02-27,2014-03-06,"McGriff, Seibels & Williams",250000,5,9,2014 Q1,1,0,0,1,0,0,0,0
"13421",106539,"8910413734","0200-0900-8910-200-212150","aviation",2014-02-17,NA,2014-02-27,2014-03-06,"Michelle C. Wilcut",232,5,17,2014 Q1,1,0,0,1,0,0,0,0
"13422",106540,"8910481774","0200-0900-8910-200-213210","aviation",2014-02-26,NA,2014-03-05,2014-03-06,"Petroleum Traders Corporation",6592.69,2,8,2014 Q1,1,0,0,1,0,0,0,0
"13423",106541,"8910413732","0200-0900-8910-200-212150","aviation",2014-01-30,NA,2014-02-27,2014-03-06,"Raymond D. Anderson",58,5,35,2014 Q1,1,0,0,0,1,0,0,0
"13424",106542,"8910481605","0200-0900-8910-200-212150","aviation",2014-02-24,NA,2014-03-05,2014-03-06,"Spears Consulting Group, LLC",4080,2,10,2014 Q1,1,0,0,1,0,0,0,0
"13425",106543,"2521481643","0001-0250-2521-200-212172","nofd",2014-01-23,NA,2014-02-20,2014-03-06,"Verizon Wireless",3547.5,10,42,2014 Q1,0,1,0,0,1,0,0,0
"13426",106544,"8910481937","0200-0900-8910-200-212190","aviation",2014-01-22,NA,2014-03-05,2014-03-06,"Verizon Wireless",1491.13,2,43,2014 Q1,1,0,0,0,1,0,0,0
"13427",106545,"8910413733","0200-0900-8910-200-212150","aviation",2014-01-30,NA,2014-02-27,2014-03-06,"Walter Krygowski",58,5,35,2014 Q1,1,0,0,0,1,0,0,0
"13428",106546,"2297481319","0001-0220-2297-200-212180","emd",2014-02-17,NA,2014-02-24,2014-03-06,"AL-TRANS SERVICE INC",2348.25,8,17,2014 Q1,0,1,0,1,0,0,0,0
"13429",106547,"2297481776","0001-0220-2297-200-213220","emd",2014-01-31,NA,2014-02-18,2014-03-06,"Fire Apparatus Specialist, Inc.",1066.2,12,34,2014 Q1,0,1,0,0,1,0,0,0
"13430",106548,"2310481305","0001-0230-2310-200-212158","law",2013-07-31,NA,2014-02-24,2014-03-06,"LeBlanc Butler LLC",1190.4,8,218,2014 Q1,0,1,0,0,0,0,0,1
"13431",106549,"6301481789","0691-0630-6301-200-212159","library",2014-02-14,NA,2014-02-25,2014-03-06,"metropolitan electronics inc",96,7,20,2014 Q1,1,0,0,1,0,0,0,0
"13432",106551,"3871481688","0001-0380-3873-200-213250","youth study center",2014-02-20,NA,2014-02-21,2014-03-06,"main office supply co., inc.",606.65,9,14,2014 Q1,0,1,0,1,0,0,0,0
"13433",106552,"2297480679","0001-0220-2297-200-212180","emd",2014-02-19,NA,2014-02-21,2014-03-06,"LEE TRACTOR CO., INC.",721.83,9,15,2014 Q1,0,1,0,1,0,0,0,0
"13434",106553,"2297480678","0001-0220-2297-200-212150","emd",2014-01-07,NA,2014-02-18,2014-03-06,"Rudy Smith Service, Inc",3123,12,58,2014 Q1,0,1,0,0,1,0,0,0
"13435",106554,"2521480985","0001-0000-0000-000-02A500","nofd",2014-02-10,NA,2014-02-20,2014-03-06,"Casco Industries, Inc.",2673,10,24,2014 Q1,0,1,0,1,0,0,0,0
"13436",106555,"6301481753","0691-0630-6301-200-213010","library",2014-01-19,NA,2014-02-25,2014-03-06,"Ingram Library Services Inc",7649.68,7,46,2014 Q1,1,0,0,0,1,0,0,0
"13437",106556,"6243481640","0001-0230-2310-200-212150","parks & parkways",2014-01-31,NA,2014-02-18,2014-03-06,"Alere Taxicology Services, Inc.",13.5,12,34,2014 Q1,0,1,0,0,1,0,0,0
"13438",106557,"2231481839","0001-0220-2231-200-212150","iti",2014-02-26,NA,2014-02-27,2014-03-06,"Kippers Communications, Inc.",240,5,8,2014 Q1,1,0,0,1,0,0,0,0
"13439",106558,"2020481644","0001-0200-2020-200-213250","council",2014-02-21,NA,2014-02-21,2014-03-06,"Ives Business Forms, Inc.",347,9,13,2014 Q1,0,1,0,1,0,0,0,0
"13440",106559,"2310481791","0001-0230-2310-200-212158","law",2014-01-22,NA,2014-02-24,2014-03-06,"Alliance Reporting, Inc.",795.64,8,43,2014 Q1,0,1,0,0,1,0,0,0
"13441",106560,"2297480677","0001-0220-2297-200-212180","emd",2014-02-19,NA,2014-02-25,2014-03-06,"Scott Construction Equipment",1786.16,7,15,2014 Q1,1,0,0,1,0,0,0,0
"13442",106561,"7005481544","0001-0700-7005-200-214362","nordc",2014-02-17,NA,2014-03-03,2014-03-06,"BSN Sports",480,3,17,2014 Q1,1,0,0,1,0,0,0,0
"13443",106562,"4031481698","0001-0380-3873-200-213110","revenue",2014-02-04,NA,2014-02-21,2014-03-06,"DS Waters of America,Inc dba Standard Coffee and Kentwood Spring",115.8,9,30,2014 Q1,0,1,0,1,0,0,0,0
"13444",106563,"7003481712","0001-0685-6850-200-213260","nordc",2014-02-03,NA,2014-02-21,2014-03-06,"Grainger, Inc.",192.26,9,31,2014 Q1,0,1,0,0,1,0,0,0
"13445",106564,"6301481734","0691-0630-6301-200-213010","library",2014-02-06,NA,2014-02-21,2014-03-06,"3M Company",9349.99,9,28,2014 Q1,0,1,0,1,0,0,0,0
"13446",106565,"3873481158","0001-0380-3873-200-213110","youth study center",2014-02-11,NA,2014-02-21,2014-03-06,"Diamond Food Dist. Inc.",1519.56,9,23,2014 Q1,0,1,0,1,0,0,0,0
"13447",106566,"6251480844","0203-0620-6251-200-214378","parks & parkways",2014-01-27,NA,2014-02-25,2014-03-06,"Hewlett-Packard",1534.32,7,38,2014 Q1,1,0,0,0,1,0,0,0
"13448",106567,"2297480710","0001-0220-2297-200-213220","emd",2014-01-30,NA,2014-02-18,2014-03-06,"NAPA",3116.3,12,35,2014 Q1,0,1,0,0,1,0,0,0
"13449",106568,"6850481620","0001-0685-6850-200-213220","mtcb",2014-02-18,NA,2014-02-21,2014-03-06,"NAPA Parts Supplier",970.09,9,16,2014 Q1,0,1,0,1,0,0,0,0
"13450",106569,"2130481718","0001-0210-2130-200-212150","homeland security",2014-02-05,NA,2014-02-24,2014-03-06,"Occupational Health Centers of Louisiana",90,8,29,2014 Q1,0,1,0,1,0,0,0,0
"13451",106570,"6850481585","0001-0685-6850-200-213110","mtcb",2014-02-19,NA,2014-02-21,2014-03-06,"Fisher Scientific",235.17,9,15,2014 Q1,0,1,0,1,0,0,0,0
"13452",106571,"2297480735","0001-0220-2297-200-213220","emd",2014-01-29,NA,2014-02-18,2014-03-06,"Siddons Martin Emergency Group LLC",5304.26,12,36,2014 Q1,0,1,0,0,1,0,0,0
"13453",106573,"5001481424","0001-0500-5351-200-213020","public works",2014-02-06,NA,2014-02-20,2014-03-06,"BOH BROS. CONSTRUCTION CO., L.L.C.",9332.8,10,28,2014 Q1,0,1,0,1,0,0,0,0
"13454",106574,"6850481741","0001-0685-6850-200-212600","mtcb",2014-02-05,NA,2014-02-21,2014-03-06,"FedEx Expres Shipment",61.37,9,29,2014 Q1,0,1,0,1,0,0,0,0
"13455",106575,"6232413710","0001-0620-6201-200-213130","parks & parkways",2014-02-07,NA,2014-02-25,2014-03-06,"City of New Orleans, Department of Parks and Parkways",60.82,7,27,2014 Q1,1,0,0,1,0,0,0,0
"13456",106576,"6252481627","0001-0620-6252-200-213020","parks & parkways",2014-02-11,NA,2014-02-25,2014-03-06,"The Home Depot",149.88,7,23,2014 Q1,1,0,0,1,0,0,0,0
"13457",106577,"3665481556","0001-0210-2130-200-212173","ems",2014-02-03,NA,2014-02-21,2014-03-06,"Verizon Wireless",804.91,9,31,2014 Q1,0,1,0,0,1,0,0,0
"13458",106578,"2297481775","0001-0220-2297-200-213220","emd",2014-02-05,NA,2014-02-24,2014-03-06,"Jerry Pate Turf & Irrigation, Inc.",1405.62,8,29,2014 Q1,0,1,0,1,0,0,0,0
"13459",106579,"2310481690","0001-0230-2310-200-212160","law",2014-01-31,NA,2014-02-20,2014-03-06,"Iron Mountain Records Management Inc",1015.51,10,34,2014 Q1,0,1,0,0,1,0,0,0
"13460",106580,"6850480928","0001-0685-6850-200-213130","mtcb",2014-01-30,NA,2014-02-21,2014-03-06,"BioQuip Products",559.8,9,35,2014 Q1,0,1,0,0,1,0,0,0
"13461",106581,"2521480888","0001-0250-2521-200-213020","nofd",2014-01-30,NA,2014-02-27,2014-03-06,"dialonehouseofdoors,inc",326.25,5,35,2014 Q1,1,0,0,0,1,0,0,0
"13462",106582,"2297480569","0001-0220-2297-200-213110","emd",2014-02-02,NA,2014-02-25,2014-03-06,"Kentwood Springs a Brand of DS Waters of America Inc.",71.3,7,32,2014 Q1,1,0,0,0,1,0,0,0
"13463",106583,"7101480515","0001-0710-7101-200-212150","oig",2014-02-12,NA,2014-02-21,2014-03-06,"Ultimate Technical Solutions, Inc.",283.75,9,22,2014 Q1,0,1,0,1,0,0,0,0
"13464",106584,"2298481568","0001-0220-2298-200-213210","emd",2008-04-01,NA,2014-02-18,2014-03-06,"LA Dept of Environmental Quality",35.25,12,2165,2014 Q1,0,1,0,0,0,0,0,1
"13465",106585,"4031381905","0001-0400-4031-200-212140","revenue",2013-12-13,NA,2014-02-27,2014-03-06,"The Printer's Wholesale Group Inc.",750,5,83,2014 Q1,1,0,0,0,0,1,0,0
"13466",106586,"6252481629","0001-0620-6231-200-212185","parks & parkways",2014-01-31,NA,2014-02-25,2014-03-06,"Richard's Disposal, Inc.",800,7,34,2014 Q1,1,0,0,0,1,0,0,0
"13467",106587,"2176481431","0001-0210-2176-200-212170","mayor's office - other",2014-01-20,NA,2014-02-18,2014-03-06,"KYOCERA",263.48,12,45,2014 Q1,0,1,0,0,1,0,0,0
"13468",106588,"6850481670","0001-0685-6850-200-212022","mtcb",2014-03-01,NA,2014-02-21,2014-03-06,"Stericycle, Inc.",161.25,9,5,2014 Q1,0,1,0,1,0,0,0,0
"13469",106589,"3611482003","0212-0360-3611-200-212170","health",2014-02-01,NA,2014-03-05,2014-03-06,"Sharp Electronics",479.6,2,33,2014 Q1,1,0,0,0,1,0,0,0
"13470",106590,"2297480598","0001-0220-2297-200-212170","emd",2014-02-18,NA,2014-02-25,2014-03-06,"Safety-Kleen Systems, Inc.",105.45,7,16,2014 Q1,1,0,0,1,0,0,0,0
"13471",106591,"6251480564","0203-0620-6251-200-213110","parks & parkways",2014-02-13,NA,2014-02-25,2014-03-06,"Community Coffee, LLC",259.6,7,21,2014 Q1,1,0,0,1,0,0,0,0
"13472",106592,"2150370510","0001-0210-2150-200-212150","mayor's office - core",2014-01-14,NA,2014-03-05,2014-03-06,"Tulane Life Support Training Center",2634.87,2,51,2014 Q1,1,0,0,0,1,0,0,0
"13473",106593,"6301481613","0691-0630-6301-200-213010","library",2014-01-27,NA,2014-02-25,2014-03-06,"Information Today, Inc.",404,7,38,2014 Q1,1,0,0,0,1,0,0,0
"13474",106594,"2298481315","0001-0220-2298-200-213210","emd",2014-02-20,NA,2014-03-03,2014-03-06,"Petroleum Traders Corporation",25500.29,3,14,2014 Q1,1,0,0,1,0,0,0,0
"13475",106595,"6850481414","0001-0685-6850-200-213250","mtcb",2014-02-11,NA,2014-02-21,2014-03-06,"Quill Corporation",348.7,9,23,2014 Q1,0,1,0,1,0,0,0,0
"13476",106596,"7002481067","0001-0700-7002-200-213270","nordc",2014-02-05,NA,2014-02-18,2014-03-06,"Team Express",33.98,12,29,2014 Q1,0,1,0,1,0,0,0,0
"13477",106597,"2297480680","0001-0220-2297-200-212180","emd",2014-02-13,NA,2014-02-18,2014-03-06,"IM Starters & Alternators",475,12,21,2014 Q1,0,1,0,1,0,0,0,0
"13478",106598,"6243481554","0001-0620-6243-200-212185","parks & parkways",2013-09-25,NA,2014-02-25,2014-03-06,"Carlton Professional Tree Equipment",226.86,7,162,2014 Q1,1,0,0,0,0,0,0,1
"13479",106599,"7005377626","0001-0700-7005-200-214362","nordc",2014-02-11,NA,2014-03-03,2014-03-06,"All Star Tennis Courts",384.9,3,23,2014 Q1,1,0,0,1,0,0,0,0
"13480",106600,"3873480609","0001-0380-3873-200-213110","youth study center",2014-02-11,NA,2014-02-21,2014-03-06,"Sysco Food Services of New Orleans, LLC",638.37,9,23,2014 Q1,0,1,0,1,0,0,0,0
"13481",106601,"6850481950","0237-0685-6850-200-212160","mtcb",2013-12-31,NA,2014-03-03,2014-03-06,"National Pest Manangement Association",4305,3,65,2014 Q1,1,0,0,0,0,1,0,0
"13482",106602,"6243481642","0001-0620-6243-200-213270","parks & parkways",2014-01-31,NA,2014-02-25,2014-03-06,"AIRGAS GULF COAST",59.58,7,34,2014 Q1,1,0,0,0,1,0,0,0
"13483",106603,"2740375902","0001-0270-2740-200-212174","police",2013-10-25,NA,2014-03-03,2014-03-06,"NEW ORLEANS HARLEY-DAVIDSON",7583.23,3,132,2014 Q1,1,0,0,0,0,0,0,1
"13484",106604,"2521480971","0001-0250-2521-200-212172","nofd",2013-09-01,NA,2014-02-20,2014-03-06,"Stratos Mobile Networks Inc.",190.61,10,186,2014 Q1,0,1,0,0,0,0,0,1
"13485",106606,"5001481227","0001-0500-5005-200-212185","public works",2014-02-13,NA,2014-02-20,2014-03-06,"All Star Electric Inc.",3658.97,10,21,2014 Q1,0,1,0,1,0,0,0,0
"13486",106607,"6301413716","0691-0630-6301-200-213220","library",2014-01-06,NA,2014-02-25,2014-03-06,"Michel Thompson - Petty Cash New Orleans Public Library",56.24,7,59,2014 Q1,1,0,0,0,1,0,0,0
"13487",106608,"4031374171","0001-0400-4031-200-214391","revenue",2014-02-28,NA,2014-03-03,2014-03-06,"Software & Services, LLC",66610,3,6,2014 Q1,1,0,0,1,0,0,0,0
"13488",106609,"2136413705","0375-0210-2136-200-212040","mayor's office - other",2014-01-24,NA,2014-02-18,2014-03-06,"Katherine Williams",50,12,41,2014 Q1,0,1,0,0,1,0,0,0
"13489",106610,"2601413747","0001-0260-2601-200-212150","safety & permits",2014-02-25,NA,2014-03-03,2014-03-06,"Building Officials Association Of Louisiana",50,3,9,2014 Q1,1,0,0,1,0,0,0,0
"13490",106611,"3871480628","0001-0380-3873-200-213180","youth study center",2014-02-19,NA,2014-02-21,2014-03-06,"John-Henry Enterprise",852.52,9,15,2014 Q1,0,1,0,1,0,0,0,0
"13491",106612,"5001481815","0001-0500-5001-200-213020","public works",2014-01-31,NA,2014-02-25,2014-03-06,"Wood Materials",252,7,34,2014 Q1,1,0,0,0,1,0,0,0
"13492",106613,"7101481658","0001-0710-7101-200-212150","oig",2014-01-06,NA,2014-02-21,2014-03-06,"CI Technologies Inc",6500,9,59,2014 Q1,0,1,0,0,1,0,0,0
"13493",106614,"2740482038","0001-0270-2740-200-212150","police",2014-03-03,NA,2014-03-03,2014-03-06,"St. Tammany Parish Sheriff's Office",1020,3,3,2014 Q1,1,0,0,1,0,0,0,0
"13494",106615,"7101413727","0001-0710-7101-200-212040","oig",2014-02-19,NA,2014-02-21,2014-03-06,"Alison Barbier",32.54,9,15,2014 Q1,0,1,0,1,0,0,0,0
"13495",106616,"6251481634","0203-0620-6251-200-212170","parks & parkways",2014-01-31,NA,2014-02-25,2014-03-06,"Fore! Reservations",500,7,34,2014 Q1,1,0,0,0,1,0,0,0
"13496",106617,"2521413704","0001-0250-2521-200-212185","nofd",2014-02-05,NA,2014-02-20,2014-03-06,"Kelly Porche",26.08,10,29,2014 Q1,0,1,0,1,0,0,0,0
"13497",106618,"2136481458","0375-0210-2136-200-212150","mayor's office - other",2014-01-15,NA,2014-02-18,2014-03-06,"The Creative Internet, LLC",300,12,50,2014 Q1,0,1,0,0,1,0,0,0
"13498",106619,"2231481655","0001-0220-2236-200-212150","cao",2013-12-23,NA,2014-02-27,2014-03-06,"Siteimprove, Inc.",4900,5,73,2014 Q1,1,0,0,0,0,1,0,0
"13499",106620,"2115481736","0001-0210-2115-200-212150","mayor's office - core",2014-02-14,NA,2014-02-20,2014-03-06,"TVEyes",2990,10,20,2014 Q1,0,1,0,1,0,0,0,0
"13500",106621,"6301481599","0691-0630-6301-200-214356","library",2014-02-12,NA,2014-02-25,2014-03-06,"Todays Classroom LLC",971.2,7,22,2014 Q1,1,0,0,1,0,0,0,0
"13501",106622,"4051257640","0001-0230-2310-200-213250","law",2014-02-03,NA,2014-02-25,2014-03-06,"Independent Stationers",970.08,7,31,2014 Q1,1,0,0,0,1,0,0,0
"13502",106623,"6301481795","0691-0630-6301-200-212150","library",2014-01-31,NA,2014-02-25,2014-03-06,"Gulf Coast Special Systems",300,7,34,2014 Q1,1,0,0,0,1,0,0,0
"13503",106624,"6251480565","0203-0620-6251-200-213110","parks & parkways",2014-01-22,NA,2014-02-25,2014-03-06,"lcd enterprise 1, llc dba the sandwich man",72.36,7,43,2014 Q1,1,0,0,0,1,0,0,0
"13504",106625,"7101481657","0001-0710-7101-200-212150","oig",2014-02-10,NA,2014-02-21,2014-03-06,"Windstream",929,9,24,2014 Q1,0,1,0,1,0,0,0,0
"13505",106626,"3665481454","0001-0360-3665-200-213220","ems",2014-01-31,NA,2014-02-18,2014-03-06,"Creative Graphics, Inc.",820,12,34,2014 Q1,0,1,0,0,1,0,0,0
"13506",106627,"6251481646","0203-0620-6251-200-213110","parks & parkways",2014-02-13,NA,2014-02-25,2014-03-06,"Rolling Frito-Lay Sales LP",143.8,7,21,2014 Q1,1,0,0,1,0,0,0,0
"13507",106628,"6231481625","0001-0620-6231-200-212185","parks & parkways",2014-02-01,NA,2014-02-25,2014-03-06,"Progressive Waste Solutions of La Inc",211.2,7,33,2014 Q1,1,0,0,0,1,0,0,0
"13508",106629,"2231481836","0001-0220-2236-200-212157","iti",2014-02-24,NA,2014-02-27,2014-03-06,"Fuhr Software Inc",798,5,10,2014 Q1,1,0,0,1,0,0,0,0
"13509",106630,"6251481647","0203-0620-6251-200-213130","parks & parkways",2014-02-10,NA,2014-02-25,2014-03-06,"Golden West Industrial Supply",662.9,7,24,2014 Q1,1,0,0,1,0,0,0,0
"13510",106631,"8751481683","0001-0870-8751-200-212185","registrar of voters",2014-02-03,NA,2014-02-25,2014-03-06,"Canon Solutions America Inc",57.2,7,31,2014 Q1,1,0,0,0,1,0,0,0
"13511",106632,"2231481842","0001-0220-2231-200-214356","iti",2014-01-23,NA,2014-02-27,2014-03-06,"Presidio Network Solutions",594,5,42,2014 Q1,1,0,0,0,1,0,0,0
"13512",106633,"6850481879","0237-0685-6856-200-212150","mtcb",2014-02-18,NA,2014-02-21,2014-03-06,"Soloma Condall",981.5,9,16,2014 Q1,0,1,0,1,0,0,0,0
"13513",106634,"6251481635","0203-0620-6251-200-213270","parks & parkways",2014-02-11,NA,2014-02-25,2014-03-06,"Manuel Gil",390,7,23,2014 Q1,1,0,0,1,0,0,0,0
"13514",106635,"7810481005","0242-0750-7613-200-213250","ocd",2014-01-01,NA,2014-02-26,2014-03-06,"Orleans Tower LLC",269.82,6,64,2014 Q1,1,0,0,0,0,1,0,0
"13515",106636,"7004481094","0001-0700-7004-200-212159","nordc",2013-11-09,NA,2014-02-24,2014-03-06,"BRENDA SIMS",240,8,117,2014 Q1,0,1,0,0,0,0,1,0
"13516",106637,"6850481584","0001-0685-6850-200-212180","mtcb",2014-01-31,NA,2014-02-21,2014-03-06,"Deep South Equipment Company",260,9,34,2014 Q1,0,1,0,0,1,0,0,0
"13517",106638,"2101481788","0001-0210-2115-200-212150","mayor's office - core",2014-02-13,NA,2014-02-24,2014-03-06,"Derick Hingle Photography",281.25,8,21,2014 Q1,0,1,0,1,0,0,0,0
"13518",106639,"6850481582","0001-0685-6850-200-212150","mtcb",2014-02-18,NA,2014-02-21,2014-03-06,"Heaven's Pets at Lake Lawn Metairie LLC",175,9,16,2014 Q1,0,1,0,1,0,0,0,0
"13519",106640,"2130413655","0001-0210-2130-200-213110","homeland security",2014-01-27,NA,2014-02-25,2014-03-06,"Amanda Russell",245.37,7,38,2014 Q1,1,0,0,0,1,0,0,0
"13520",106641,"2310481687","0001-0230-2310-200-212158","law",2014-01-31,NA,2014-02-20,2014-03-06,"Henderson Legal Services, Inc.",1228.75,10,34,2014 Q1,0,1,0,0,1,0,0,0
"13521",106642,"2231481838","0001-0220-2231-200-214392","iti",2014-01-23,NA,2014-02-27,2014-03-06,"Nexmo",273.85,5,42,2014 Q1,1,0,0,0,1,0,0,0
"13522",106643,"2310481800","0001-0230-2310-200-212158","law",2013-12-16,NA,2014-02-20,2014-03-06,"Julie M. Carroum, CCR, RPR",76.95,10,80,2014 Q1,0,1,0,0,0,1,0,0
"13523",106644,"2231379756","0001-0220-2231-200-212150","iti",2013-12-02,NA,2014-03-06,2014-03-11,"AT&T",60627.16,4,99,2014 Q1,1,0,0,0,0,0,1,0
"13524",106645,"6301481861","0691-0630-6301-200-212150","library",2014-02-05,NA,2014-02-28,2014-03-11,"AT&T",9837.22,7,34,2014 Q1,1,0,0,0,1,0,0,0
"13525",106646,"6301481864","0691-0630-6301-200-212170","library",2014-02-01,NA,2014-02-28,2014-03-11,"AT&T",74.7,7,38,2014 Q1,1,0,0,0,1,0,0,0
"13526",106651,"7613481778","0242-0750-7613-200-212150","ocd",2014-03-06,NA,2014-03-07,2014-03-11,"Clerk of Civil District Court of Orleans Parish",120,3,5,2014 Q1,1,0,0,1,0,0,0,0
"13527",106652,"2310481982","0001-0230-2310-200-212140","law",2014-02-12,NA,2014-03-05,2014-03-11,"Clerk of Civil District Court of Orleans Parish",188,5,27,2014 Q1,1,0,0,1,0,0,0,0
"13528",106653,"2310481984","0001-0230-2310-200-212140","law",2014-02-12,NA,2014-03-05,2014-03-11,"Clerk of Civil District Court of Orleans Parish",415.5,5,27,2014 Q1,1,0,0,1,0,0,0,0
"13529",106680,"8910481767","0200-0900-8910-200-212010","aviation",2014-02-24,NA,2014-03-05,2014-03-11,"Cygnet Inc.",13500,5,15,2014 Q1,1,0,0,1,0,0,0,0
"13530",106681,"8910481729","0200-0900-8910-200-212050","aviation",2014-01-20,NA,2014-03-05,2014-03-11,"Diio LLC",18000,5,50,2014 Q1,1,0,0,0,1,0,0,0
"13531",106682,"8910482045","0200-0900-8910-200-212110","aviation",2014-01-06,NA,2014-03-06,2014-03-11,"Eustis Insurance",41221.35,4,64,2014 Q1,1,0,0,0,0,1,0,0
"13532",106683,"8910481876","0200-0900-8910-200-212150","aviation",2014-03-02,NA,2014-03-06,2014-03-11,"Jefferson Parish Sheriff's Office",132113.49,4,9,2014 Q1,1,0,0,1,0,0,0,0
"13533",106684,"8910481848","0200-0900-8910-200-212185","aviation",2014-02-26,NA,2014-03-06,2014-03-11,"LEE TRACTOR CO., INC.",375,4,13,2014 Q1,1,0,0,1,0,0,0,0
"13534",106685,"8910481973","0200-0900-8910-200-212903","aviation",2014-02-03,NA,2014-03-06,2014-03-11,"Little Computer Solutions, Inc.",13440.25,4,36,2014 Q1,1,0,0,0,1,0,0,0
"13535",106686,"8910481804","0200-0900-8910-200-212110","aviation",2014-02-28,NA,2014-03-06,2014-03-11,"McGriff, Seibels & Williams",1996085,4,11,2014 Q1,1,0,0,1,0,0,0,0
"13536",106687,"8910481972","0200-0900-8910-200-212110","aviation",2014-01-31,NA,2014-03-06,2014-03-11,"McGriff, Seibels & Williams",98815,4,39,2014 Q1,1,0,0,0,1,0,0,0
"13537",106688,"6301481732","0691-0630-6301-200-213010","library",2014-02-06,NA,2014-03-07,2014-03-11,"MIDWEST TAPE LLC",4544.04,3,33,2014 Q1,1,0,0,0,1,0,0,0
"13538",106689,"6301482145","0691-0630-6301-200-213010","library",2014-02-10,NA,2014-03-07,2014-03-11,"MIDWEST TAPE LLC",8312.19,3,29,2014 Q1,1,0,0,1,0,0,0,0
"13539",106690,"4511480695","0001-0450-4511-200-212172","property mgmt",2014-03-02,NA,2014-03-05,2014-03-11,"Sprint Together with NEXTEL",2190.08,5,9,2014 Q1,1,0,0,1,0,0,0,0
"13540",106691,"4051481243","0001-0400-4051-200-212172","purchasing",2014-03-01,NA,2014-03-07,2014-03-11,"Sprint Together with NEXTEL",242.47,3,10,2014 Q1,1,0,0,1,0,0,0,0
"13541",106692,"2310481322","0001-0230-2310-200-212172","law",2014-03-01,NA,2014-03-05,2014-03-11,"Sprint Together with NEXTEL",2946.26,5,10,2014 Q1,1,0,0,1,0,0,0,0
"13542",106693,"5001480559","0001-0500-5001-200-212172","public works",2014-03-02,NA,2014-03-05,2014-03-11,"Sprint Together with NEXTEL",8877.05,5,9,2014 Q1,1,0,0,1,0,0,0,0
"13543",106694,"2310481794","0001-0230-2310-200-213250","law",2014-02-24,NA,2014-02-26,2014-03-11,"FUTURE IMAGE",266.97,9,15,2014 Q1,0,1,0,1,0,0,0,0
"13544",106695,"5001481224","0001-0500-5351-200-212150","public works",2014-02-18,NA,2014-03-06,2014-03-11,"ACS State & Local Solutions, Inc.",111281.94,4,21,2014 Q1,1,0,0,1,0,0,0,0
"13545",106696,"2298481338","0001-0220-2298-200-212150","emd",2014-01-27,NA,2014-03-10,2014-03-11,"Materials Management Group Inc.",13417.94,2,43,2014 Q1,1,0,0,0,1,0,0,0
"13546",106697,"2298481316","0001-0220-2298-200-213210","emd",2014-03-05,NA,2014-03-07,2014-03-11,"Retif Oil & Fuel",7485,3,6,2014 Q1,1,0,0,1,0,0,0,0
"13547",106698,"4527481564","0001-0450-4527-200-212185","property mgmt",2014-02-27,NA,2014-03-05,2014-03-11,"Atlas Hose & Gasket Co.,LLC",208.6,5,12,2014 Q1,1,0,0,1,0,0,0,0
"13548",106699,"6850481890","0237-0685-6856-200-212040","mtcb",2014-02-21,NA,2014-02-28,2014-03-11,"going places travel, inc",5014.5,7,18,2014 Q1,1,0,0,1,0,0,0,0
"13549",106700,"3873481825","0001-0380-3873-200-213110","youth study center",2014-02-26,NA,2014-02-27,2014-03-11,"George W. Groetsch, Inc.",1877.23,8,13,2014 Q1,0,1,0,1,0,0,0,0
